"Cell_Index","UMIs_human","UMIs_mouse","Labels"
"1822_Cell_Index411013",684,1947,"mainly_mouse"
"1822_Cell_Index411062",5517,13119,"mainly_mouse"
"1822_Cell_Index411142",7153,18280,"mainly_mouse"
"1822_Cell_Index41115",768,2297,"mainly_mouse"
"1822_Cell_Index411232",581,1871,"mainly_mouse"
"1822_Cell_Index411283",2140,0,"unique_human"
"1822_Cell_Index411313",3087,7144,"mainly_mouse"
"1822_Cell_Index411428",524,1251,"mainly_mouse"
"1822_Cell_Index411537",519,1509,"mainly_mouse"
"1822_Cell_Index411608",5161,12409,"mainly_mouse"
"1822_Cell_Index411615",721,2192,"mainly_mouse"
"1822_Cell_Index411666",9051,21331,"mainly_mouse"
"1822_Cell_Index411745",6655,16194,"mainly_mouse"
"1822_Cell_Index411846",0,767,"unique_mouse"
"1822_Cell_Index411851",0,682,"unique_mouse"
"1822_Cell_Index412084",3447,9326,"mainly_mouse"
"1822_Cell_Index412089",548,1440,"mainly_mouse"
"1822_Cell_Index412113",0,1328,"unique_mouse"
"1822_Cell_Index412187",0,1199,"unique_mouse"
"1822_Cell_Index412204",554,1731,"mainly_mouse"
"1822_Cell_Index412240",1106,0,"unique_human"
"1822_Cell_Index41230",0,1205,"unique_mouse"
"1822_Cell_Index412319",672,1841,"mainly_mouse"
"1822_Cell_Index412337",0,812,"unique_mouse"
"1822_Cell_Index412452",0,1213,"unique_mouse"
"1822_Cell_Index412455",21245,44210,"mainly_mouse"
"1822_Cell_Index41249",702,2063,"mainly_mouse"
"1822_Cell_Index412555",639,2099,"mainly_mouse"
"1822_Cell_Index412616",0,766,"unique_mouse"
"1822_Cell_Index412723",668,2090,"mainly_mouse"
"1822_Cell_Index412746",553,1755,"mainly_mouse"
"1822_Cell_Index41279",878,2774,"mainly_mouse"
"1822_Cell_Index412846",0,1063,"unique_mouse"
"1822_Cell_Index412879",3736,9897,"mainly_mouse"
"1822_Cell_Index412883",575,1716,"mainly_mouse"
"1822_Cell_Index412931",0,23191,"unique_mouse"
"1822_Cell_Index413038",2229,0,"unique_human"
"1822_Cell_Index413059",0,1280,"unique_mouse"
"1822_Cell_Index413154",6972,15995,"mainly_mouse"
"1822_Cell_Index413307",4144,10862,"mainly_mouse"
"1822_Cell_Index413549",0,1077,"unique_mouse"
"1822_Cell_Index41371",4139,10517,"mainly_mouse"
"1822_Cell_Index413741",5097,12413,"mainly_mouse"
"1822_Cell_Index413799",1249,2946,"mainly_mouse"
"1822_Cell_Index413803",513,1606,"mainly_mouse"
"1822_Cell_Index413888",506,1578,"mainly_mouse"
"1822_Cell_Index41422",4893,11395,"mainly_mouse"
"1822_Cell_Index414318",691,1962,"mainly_mouse"
"1822_Cell_Index414346",826,2442,"mainly_mouse"
"1822_Cell_Index4144",0,1211,"unique_mouse"
"1822_Cell_Index414658",0,1266,"unique_mouse"
"1822_Cell_Index414716",0,1350,"unique_mouse"
"1822_Cell_Index414722",691,2076,"mainly_mouse"
"1822_Cell_Index414948",665,1869,"mainly_mouse"
"1822_Cell_Index414975",0,1436,"unique_mouse"
"1822_Cell_Index415",713,2141,"mainly_mouse"
"1822_Cell_Index415007",0,1720,"unique_mouse"
"1822_Cell_Index415073",576,1961,"mainly_mouse"
"1822_Cell_Index415287",4033,2746,"mainly_human"
"1822_Cell_Index415351",0,777,"unique_mouse"
"1822_Cell_Index4154",0,1278,"unique_mouse"
"1822_Cell_Index415645",0,1105,"unique_mouse"
"1822_Cell_Index415821",5841,14594,"mainly_mouse"
"1822_Cell_Index415868",0,1135,"unique_mouse"
"1822_Cell_Index415957",601,1673,"mainly_mouse"
"1822_Cell_Index416008",5235,11939,"mainly_mouse"
"1822_Cell_Index416050",2377,0,"unique_human"
"1822_Cell_Index416112",538,1673,"mainly_mouse"
"1822_Cell_Index416117",521,1472,"mainly_mouse"
"1822_Cell_Index416122",3411,0,"unique_human"
"1822_Cell_Index416154",0,1096,"unique_mouse"
"1822_Cell_Index416223",656,739,"mainly_mouse"
"1822_Cell_Index416249",0,1081,"unique_mouse"
"1822_Cell_Index416279",0,1237,"unique_mouse"
"1822_Cell_Index416329",7880,20151,"mainly_mouse"
"1822_Cell_Index416339",1158,0,"unique_human"
"1822_Cell_Index416437",0,1200,"unique_mouse"
"1822_Cell_Index416551",0,835,"unique_mouse"
"1822_Cell_Index416555",0,1363,"unique_mouse"
"1822_Cell_Index416579",0,1086,"unique_mouse"
"1822_Cell_Index416634",0,1285,"unique_mouse"
"1822_Cell_Index416714",513,1558,"mainly_mouse"
"1822_Cell_Index416716",1088,2100,"mainly_mouse"
"1822_Cell_Index416780",1549,1022,"mainly_human"
"1822_Cell_Index416790",500,1516,"mainly_mouse"
"1822_Cell_Index416869",2690,6205,"mainly_mouse"
"1822_Cell_Index416915",3249,8586,"mainly_mouse"
"1822_Cell_Index416946",0,1079,"unique_mouse"
"1822_Cell_Index417025",0,541,"unique_mouse"
"1822_Cell_Index417254",0,1322,"unique_mouse"
"1822_Cell_Index41726",1357,0,"unique_human"
"1822_Cell_Index417273",0,1606,"unique_mouse"
"1822_Cell_Index417282",2706,6419,"mainly_mouse"
"1822_Cell_Index417383",6649,16082,"mainly_mouse"
"1822_Cell_Index417386",509,1580,"mainly_mouse"
"1822_Cell_Index417389",7609,19329,"mainly_mouse"
"1822_Cell_Index417527",0,907,"unique_mouse"
"1822_Cell_Index417783",0,1096,"unique_mouse"
"1822_Cell_Index417821",728,1854,"mainly_mouse"
"1822_Cell_Index417837",828,2016,"mainly_mouse"
"1822_Cell_Index417863",5952,16431,"mainly_mouse"
"1822_Cell_Index417883",0,1230,"unique_mouse"
"1822_Cell_Index417914",0,1221,"unique_mouse"
"1822_Cell_Index417970",0,1574,"unique_mouse"
"1822_Cell_Index418059",2571,0,"unique_human"
"1822_Cell_Index418274",0,505,"unique_mouse"
"1822_Cell_Index418287",2236,6426,"mainly_mouse"
"1822_Cell_Index418356",873,2521,"mainly_mouse"
"1822_Cell_Index418464",0,1354,"unique_mouse"
"1822_Cell_Index418469",4393,10524,"mainly_mouse"
"1822_Cell_Index418548",940,2839,"mainly_mouse"
"1822_Cell_Index418593",2898,6220,"mainly_mouse"
"1822_Cell_Index418608",558,1890,"mainly_mouse"
"1822_Cell_Index418617",1152,2969,"mainly_mouse"
"1822_Cell_Index418624",508,1472,"mainly_mouse"
"1822_Cell_Index418640",0,612,"unique_mouse"
"1822_Cell_Index418652",2177,5133,"mainly_mouse"
"1822_Cell_Index41868",0,785,"unique_mouse"
"1822_Cell_Index418737",0,1010,"unique_mouse"
"1822_Cell_Index418788",0,963,"unique_mouse"
"1822_Cell_Index418875",0,981,"unique_mouse"
"1822_Cell_Index418945",684,2119,"mainly_mouse"
"1822_Cell_Index419056",655,1847,"mainly_mouse"
"1822_Cell_Index419063",2715,6671,"mainly_mouse"
"1822_Cell_Index419291",1893,4823,"mainly_mouse"
"1822_Cell_Index419294",0,1275,"unique_mouse"
"1822_Cell_Index419301",1398,3799,"mainly_mouse"
"1822_Cell_Index419312",0,530,"unique_mouse"
"1822_Cell_Index419321",3185,8665,"mainly_mouse"
"1822_Cell_Index419434",4359,10929,"mainly_mouse"
"1822_Cell_Index419449",0,1178,"unique_mouse"
"1822_Cell_Index419543",653,1809,"mainly_mouse"
"1822_Cell_Index419583",981,3139,"mainly_mouse"
"1822_Cell_Index419689",576,1630,"mainly_mouse"
"1822_Cell_Index419778",0,1069,"unique_mouse"
"1822_Cell_Index419782",609,1698,"mainly_mouse"
"1822_Cell_Index419846",1343,0,"unique_human"
"1822_Cell_Index420047",565,1810,"mainly_mouse"
"1822_Cell_Index420071",502,1156,"mainly_mouse"
"1822_Cell_Index420083",575,1653,"mainly_mouse"
"1822_Cell_Index420136",587,1910,"mainly_mouse"
"1822_Cell_Index420308",506,1458,"mainly_mouse"
"1822_Cell_Index420344",3984,9828,"mainly_mouse"
"1822_Cell_Index420348",0,540,"unique_mouse"
"1822_Cell_Index420375",24133,52788,"mainly_mouse"
"1822_Cell_Index420543",1444,0,"unique_human"
"1822_Cell_Index420545",0,1461,"unique_mouse"
"1822_Cell_Index42061",817,2063,"mainly_mouse"
"1822_Cell_Index420625",7052,17827,"mainly_mouse"
"1822_Cell_Index420746",4306,10512,"mainly_mouse"
"1822_Cell_Index420793",0,955,"unique_mouse"
"1822_Cell_Index420803",0,1196,"unique_mouse"
"1822_Cell_Index42083",759,2233,"mainly_mouse"
"1822_Cell_Index42092",2588,0,"unique_human"
"1822_Cell_Index42093",2869,7990,"mainly_mouse"
"1822_Cell_Index421003",0,1494,"unique_mouse"
"1822_Cell_Index421061",546,1562,"mainly_mouse"
"1822_Cell_Index421227",671,2082,"mainly_mouse"
"1822_Cell_Index421351",0,1107,"unique_mouse"
"1822_Cell_Index421593",5870,12816,"mainly_mouse"
"1822_Cell_Index421662",765,2238,"mainly_mouse"
"1822_Cell_Index421741",660,0,"unique_human"
"1822_Cell_Index421764",0,1183,"unique_mouse"
"1822_Cell_Index42177",595,2088,"mainly_mouse"
"1822_Cell_Index421777",618,1757,"mainly_mouse"
"1822_Cell_Index421778",6675,15449,"mainly_mouse"
"1822_Cell_Index421827",7271,17037,"mainly_mouse"
"1822_Cell_Index421851",7413,18090,"mainly_mouse"
"1822_Cell_Index421896",0,1431,"unique_mouse"
"1822_Cell_Index421979",1810,4422,"mainly_mouse"
"1822_Cell_Index422023",1557,0,"unique_human"
"1822_Cell_Index422026",5489,12762,"mainly_mouse"
"1822_Cell_Index422125",0,1463,"unique_mouse"
"1822_Cell_Index422143",0,1217,"unique_mouse"
"1822_Cell_Index422166",2250,5475,"mainly_mouse"
"1822_Cell_Index422187",1439,0,"unique_human"
"1822_Cell_Index42219",533,1659,"mainly_mouse"
"1822_Cell_Index422222",0,1508,"unique_mouse"
"1822_Cell_Index422323",561,1450,"mainly_mouse"
"1822_Cell_Index422436",1068,3100,"mainly_mouse"
"1822_Cell_Index422469",604,2052,"mainly_mouse"
"1822_Cell_Index422534",847,2362,"mainly_mouse"
"1822_Cell_Index422577",0,1054,"unique_mouse"
"1822_Cell_Index422615",1597,0,"unique_human"
"1822_Cell_Index422629",0,7432,"unique_mouse"
"1822_Cell_Index422705",619,2004,"mainly_mouse"
"1822_Cell_Index422757",702,0,"unique_human"
"1822_Cell_Index422843",0,1192,"unique_mouse"
"1822_Cell_Index422902",0,971,"unique_mouse"
"1822_Cell_Index422918",608,1837,"mainly_mouse"
"1822_Cell_Index422938",598,1769,"mainly_mouse"
"1822_Cell_Index422979",0,1139,"unique_mouse"
"1822_Cell_Index423013",570,1673,"mainly_mouse"
"1822_Cell_Index423243",0,1501,"unique_mouse"
"1822_Cell_Index423263",12058,24734,"mainly_mouse"
"1822_Cell_Index423387",1179,854,"mainly_human"
"1822_Cell_Index423432",531,1566,"mainly_mouse"
"1822_Cell_Index423462",0,803,"unique_mouse"
"1822_Cell_Index423527",0,607,"unique_mouse"
"1822_Cell_Index423713",0,722,"unique_mouse"
"1822_Cell_Index423718",2925,6012,"mainly_mouse"
"1822_Cell_Index423790",0,501,"unique_mouse"
"1822_Cell_Index423878",618,1666,"mainly_mouse"
"1822_Cell_Index423908",1707,4616,"mainly_mouse"
"1822_Cell_Index423917",0,1037,"unique_mouse"
"1822_Cell_Index423924",0,986,"unique_mouse"
"1822_Cell_Index423957",0,844,"unique_mouse"
"1822_Cell_Index424068",626,2079,"mainly_mouse"
"1822_Cell_Index424076",0,725,"unique_mouse"
"1822_Cell_Index424145",868,2510,"mainly_mouse"
"1822_Cell_Index424191",678,2004,"mainly_mouse"
"1822_Cell_Index424248",0,509,"unique_mouse"
"1822_Cell_Index424264",0,903,"unique_mouse"
"1822_Cell_Index424289",968,0,"unique_human"
"1822_Cell_Index424388",5595,15229,"mainly_mouse"
"1822_Cell_Index424485",2689,6697,"mainly_mouse"
"1822_Cell_Index424491",750,2303,"mainly_mouse"
"1822_Cell_Index424506",0,900,"unique_mouse"
"1822_Cell_Index424728",0,1350,"unique_mouse"
"1822_Cell_Index424740",651,1962,"mainly_mouse"
"1822_Cell_Index424755",0,1272,"unique_mouse"
"1822_Cell_Index424813",631,1868,"mainly_mouse"
"1822_Cell_Index424948",643,1792,"mainly_mouse"
"1822_Cell_Index424987",0,1442,"unique_mouse"
"1822_Cell_Index425024",0,1406,"unique_mouse"
"1822_Cell_Index425031",1140,0,"unique_human"
"1822_Cell_Index425084",6075,13737,"mainly_mouse"
"1822_Cell_Index425121",678,1907,"mainly_mouse"
"1822_Cell_Index425141",1388,0,"unique_human"
"1822_Cell_Index425218",1153,2995,"mainly_mouse"
"1822_Cell_Index425261",507,1457,"mainly_mouse"
"1822_Cell_Index42561",0,1528,"unique_mouse"
"1822_Cell_Index425640",544,1647,"mainly_mouse"
"1822_Cell_Index425663",0,1613,"unique_mouse"
"1822_Cell_Index425699",517,1700,"mainly_mouse"
"1822_Cell_Index425815",603,1553,"mainly_mouse"
"1822_Cell_Index425820",0,2291,"unique_mouse"
"1822_Cell_Index425821",963,0,"unique_human"
"1822_Cell_Index425835",0,1010,"unique_mouse"
"1822_Cell_Index425888",7468,17012,"mainly_mouse"
"1822_Cell_Index425937",0,1162,"unique_mouse"
"1822_Cell_Index42599",4498,10705,"mainly_mouse"
"1822_Cell_Index426160",3864,10165,"mainly_mouse"
"1822_Cell_Index426244",729,1931,"mainly_mouse"
"1822_Cell_Index426330",0,863,"unique_mouse"
"1822_Cell_Index426438",0,1175,"unique_mouse"
"1822_Cell_Index426542",664,1899,"mainly_mouse"
"1822_Cell_Index426546",1477,4256,"mainly_mouse"
"1822_Cell_Index426606",0,1507,"unique_mouse"
"1822_Cell_Index426624",5743,14348,"mainly_mouse"
"1822_Cell_Index426681",534,1490,"mainly_mouse"
"1822_Cell_Index426693",0,599,"unique_mouse"
"1822_Cell_Index426813",848,2435,"mainly_mouse"
"1822_Cell_Index426936",0,1367,"unique_mouse"
"1822_Cell_Index427044",610,1958,"mainly_mouse"
"1822_Cell_Index427151",3710,8098,"mainly_mouse"
"1822_Cell_Index427222",628,1954,"mainly_mouse"
"1822_Cell_Index427249",600,1704,"mainly_mouse"
"1822_Cell_Index427386",13625,32691,"mainly_mouse"
"1822_Cell_Index427457",0,1134,"unique_mouse"
"1822_Cell_Index427485",5074,12702,"mainly_mouse"
"1822_Cell_Index427489",647,1843,"mainly_mouse"
"1822_Cell_Index42752",0,1224,"unique_mouse"
"1822_Cell_Index42757",780,0,"unique_human"
"1822_Cell_Index427668",1673,4574,"mainly_mouse"
"1822_Cell_Index427677",1568,4525,"mainly_mouse"
"1822_Cell_Index42768",727,2179,"mainly_mouse"
"1822_Cell_Index427685",542,1525,"mainly_mouse"
"1822_Cell_Index427754",513,1616,"mainly_mouse"
"1822_Cell_Index427921",0,1378,"unique_mouse"
"1822_Cell_Index42794",787,2685,"mainly_mouse"
"1822_Cell_Index427969",0,1421,"unique_mouse"
"1822_Cell_Index428034",1082,2977,"mainly_mouse"
"1822_Cell_Index428062",8287,20254,"mainly_mouse"
"1822_Cell_Index428120",0,938,"unique_mouse"
"1822_Cell_Index428201",682,2021,"mainly_mouse"
"1822_Cell_Index428235",1205,0,"unique_human"
"1822_Cell_Index428244",0,750,"unique_mouse"
"1822_Cell_Index428245",0,1108,"unique_mouse"
"1822_Cell_Index428252",0,1235,"unique_mouse"
"1822_Cell_Index42830",0,1022,"unique_mouse"
"1822_Cell_Index428311",3872,9882,"mainly_mouse"
"1822_Cell_Index42848",808,2166,"mainly_mouse"
"1822_Cell_Index428482",5611,14082,"mainly_mouse"
"1822_Cell_Index428677",0,1278,"unique_mouse"
"1822_Cell_Index428705",0,937,"unique_mouse"
"1822_Cell_Index428737",0,1116,"unique_mouse"
"1822_Cell_Index428776",0,1178,"unique_mouse"
"1822_Cell_Index428778",1215,3141,"mainly_mouse"
"1822_Cell_Index428853",990,0,"unique_human"
"1822_Cell_Index428937",6682,16049,"mainly_mouse"
"1822_Cell_Index429037",4324,11114,"mainly_mouse"
"1822_Cell_Index429071",1981,0,"unique_human"
"1822_Cell_Index429075",1345,0,"unique_human"
"1822_Cell_Index429093",5351,0,"unique_human"
"1822_Cell_Index429133",779,2442,"mainly_mouse"
"1822_Cell_Index429188",5222,13666,"mainly_mouse"
"1822_Cell_Index429209",0,1257,"unique_mouse"
"1822_Cell_Index429215",0,1617,"unique_mouse"
"1822_Cell_Index429228",1524,3876,"mainly_mouse"
"1822_Cell_Index429312",0,1109,"unique_mouse"
"1822_Cell_Index429409",834,2465,"mainly_mouse"
"1822_Cell_Index42943",508,1614,"mainly_mouse"
"1822_Cell_Index429459",7300,0,"unique_human"
"1822_Cell_Index429511",713,2387,"mainly_mouse"
"1822_Cell_Index429543",898,2987,"mainly_mouse"
"1822_Cell_Index429569",2439,0,"unique_human"
"1822_Cell_Index42963",0,1525,"unique_mouse"
"1822_Cell_Index429695",0,1469,"unique_mouse"
"1822_Cell_Index429699",761,2272,"mainly_mouse"
"1822_Cell_Index429702",1416,0,"unique_human"
"1822_Cell_Index42971",723,2033,"mainly_mouse"
"1822_Cell_Index429811",0,1261,"unique_mouse"
"1822_Cell_Index429826",0,1172,"unique_mouse"
"1822_Cell_Index429844",638,1792,"mainly_mouse"
"1822_Cell_Index429961",514,1598,"mainly_mouse"
"1822_Cell_Index430003",7244,17010,"mainly_mouse"
"1822_Cell_Index430014",590,1920,"mainly_mouse"
"1822_Cell_Index430030",768,0,"unique_human"
"1822_Cell_Index430174",541,1551,"mainly_mouse"
"1822_Cell_Index430271",3858,10543,"mainly_mouse"
"1822_Cell_Index430321",683,0,"unique_human"
"1822_Cell_Index43039",0,922,"unique_mouse"
"1822_Cell_Index430444",5702,13256,"mainly_mouse"
"1822_Cell_Index430497",0,1286,"unique_mouse"
"1822_Cell_Index430513",0,1457,"unique_mouse"
"1822_Cell_Index430577",838,2493,"mainly_mouse"
"1822_Cell_Index430657",738,2292,"mainly_mouse"
"1822_Cell_Index430770",0,1058,"unique_mouse"
"1822_Cell_Index430803",1814,5462,"mainly_mouse"
"1822_Cell_Index430826",0,625,"unique_mouse"
"1822_Cell_Index430851",796,2412,"mainly_mouse"
"1822_Cell_Index430884",2466,7029,"mainly_mouse"
"1822_Cell_Index43089",1773,4984,"mainly_mouse"
"1822_Cell_Index430890",544,1843,"mainly_mouse"
"1822_Cell_Index430984",0,1293,"unique_mouse"
"1822_Cell_Index431002",1212,0,"unique_human"
"1822_Cell_Index431032",0,983,"unique_mouse"
"1822_Cell_Index431076",811,2379,"mainly_mouse"
"1822_Cell_Index431221",1036,0,"unique_human"
"1822_Cell_Index431293",5799,12131,"mainly_mouse"
"1822_Cell_Index431304",584,1893,"mainly_mouse"
"1822_Cell_Index431336",5170,12840,"mainly_mouse"
"1822_Cell_Index431376",655,1864,"mainly_mouse"
"1822_Cell_Index431395",501,1508,"mainly_mouse"
"1822_Cell_Index431517",0,797,"unique_mouse"
"1822_Cell_Index431518",693,0,"unique_human"
"1822_Cell_Index431693",0,1287,"unique_mouse"
"1822_Cell_Index431975",1222,3105,"mainly_mouse"
"1822_Cell_Index43207",0,1828,"unique_mouse"
"1822_Cell_Index432167",0,1497,"unique_mouse"
"1822_Cell_Index432176",712,2211,"mainly_mouse"
"1822_Cell_Index432265",899,2086,"mainly_mouse"
"1822_Cell_Index432331",0,843,"unique_mouse"
"1822_Cell_Index4324",8539,19178,"mainly_mouse"
"1822_Cell_Index43243",0,902,"unique_mouse"
"1822_Cell_Index432524",0,723,"unique_mouse"
"1822_Cell_Index432556",0,536,"unique_mouse"
"1822_Cell_Index432701",805,0,"unique_human"
"1822_Cell_Index432708",0,1233,"unique_mouse"
"1822_Cell_Index432779",0,1100,"unique_mouse"
"1822_Cell_Index432811",3186,8477,"mainly_mouse"
"1822_Cell_Index432874",0,548,"unique_mouse"
"1822_Cell_Index43295",5190,12813,"mainly_mouse"
"1822_Cell_Index432967",0,20769,"unique_mouse"
"1822_Cell_Index432973",4385,10716,"mainly_mouse"
"1822_Cell_Index432982",829,2575,"mainly_mouse"
"1822_Cell_Index433023",4948,11884,"mainly_mouse"
"1822_Cell_Index433038",10460,21888,"mainly_mouse"
"1822_Cell_Index433057",564,1664,"mainly_mouse"
"1822_Cell_Index433081",623,1963,"mainly_mouse"
"1822_Cell_Index433113",1583,4226,"mainly_mouse"
"1822_Cell_Index4332",764,2355,"mainly_mouse"
"1822_Cell_Index43329",0,1181,"unique_mouse"
"1822_Cell_Index433424",0,1206,"unique_mouse"
"1822_Cell_Index433453",0,1446,"unique_mouse"
"1822_Cell_Index433457",0,762,"unique_mouse"
"1822_Cell_Index433546",2959,8546,"mainly_mouse"
"1822_Cell_Index433566",0,1391,"unique_mouse"
"1822_Cell_Index433568",0,1226,"unique_mouse"
"1822_Cell_Index433591",6832,15168,"mainly_mouse"
"1822_Cell_Index433793",507,1251,"mainly_mouse"
"1822_Cell_Index433794",501,1594,"mainly_mouse"
"1822_Cell_Index433828",627,2009,"mainly_mouse"
"1822_Cell_Index433835",2486,5865,"mainly_mouse"
"1822_Cell_Index433846",0,640,"unique_mouse"
"1822_Cell_Index433957",6758,15099,"mainly_mouse"
"1822_Cell_Index433980",0,507,"unique_mouse"
"1822_Cell_Index434010",639,0,"unique_human"
"1822_Cell_Index434029",573,0,"unique_human"
"1822_Cell_Index434054",2132,5820,"mainly_mouse"
"1822_Cell_Index434058",3090,7838,"mainly_mouse"
"1822_Cell_Index434062",0,1360,"unique_mouse"
"1822_Cell_Index434105",0,839,"unique_mouse"
"1822_Cell_Index434209",697,2060,"mainly_mouse"
"1822_Cell_Index43433",0,1124,"unique_mouse"
"1822_Cell_Index434398",0,904,"unique_mouse"
"1822_Cell_Index434413",7218,18337,"mainly_mouse"
"1822_Cell_Index434446",562,1652,"mainly_mouse"
"1822_Cell_Index434558",565,1819,"mainly_mouse"
"1822_Cell_Index434672",1746,4682,"mainly_mouse"
"1822_Cell_Index434731",3033,7069,"mainly_mouse"
"1822_Cell_Index43475",981,2817,"mainly_mouse"
"1822_Cell_Index434768",765,2386,"mainly_mouse"
"1822_Cell_Index434780",0,1077,"unique_mouse"
"1822_Cell_Index434845",0,578,"unique_mouse"
"1822_Cell_Index434892",626,1920,"mainly_mouse"
"1822_Cell_Index435080",0,700,"unique_mouse"
"1822_Cell_Index435110",0,12779,"unique_mouse"
"1822_Cell_Index435355",587,1521,"mainly_mouse"
"1822_Cell_Index43540",12258,29195,"mainly_mouse"
"1822_Cell_Index435433",5168,9715,"mainly_mouse"
"1822_Cell_Index435468",1601,3529,"mainly_mouse"
"1822_Cell_Index435674",4700,11195,"mainly_mouse"
"1822_Cell_Index435713",0,654,"unique_mouse"
"1822_Cell_Index435795",782,2242,"mainly_mouse"
"1822_Cell_Index435808",0,1665,"unique_mouse"
"1822_Cell_Index435812",3381,7533,"mainly_mouse"
"1822_Cell_Index435815",702,2299,"mainly_mouse"
"1822_Cell_Index435832",569,1495,"mainly_mouse"
"1822_Cell_Index43587",564,1820,"mainly_mouse"
"1822_Cell_Index435870",567,1555,"mainly_mouse"
"1822_Cell_Index435943",0,787,"unique_mouse"
"1822_Cell_Index436002",0,1119,"unique_mouse"
"1822_Cell_Index436005",509,1446,"mainly_mouse"
"1822_Cell_Index436034",8117,18800,"mainly_mouse"
"1822_Cell_Index436071",4994,12625,"mainly_mouse"
"1822_Cell_Index436083",0,778,"unique_mouse"
"1822_Cell_Index43614",891,0,"unique_human"
"1822_Cell_Index436141",893,0,"unique_human"
"1822_Cell_Index436191",3856,10069,"mainly_mouse"
"1822_Cell_Index436218",0,1199,"unique_mouse"
"1822_Cell_Index436242",0,1334,"unique_mouse"
"1822_Cell_Index436268",544,1693,"mainly_mouse"
"1822_Cell_Index436319",0,1187,"unique_mouse"
"1822_Cell_Index436356",0,965,"unique_mouse"
"1822_Cell_Index436372",3165,7318,"mainly_mouse"
"1822_Cell_Index436392",513,1417,"mainly_mouse"
"1822_Cell_Index436490",2828,7412,"mainly_mouse"
"1822_Cell_Index436537",0,952,"unique_mouse"
"1822_Cell_Index436660",0,887,"unique_mouse"
"1822_Cell_Index436685",0,560,"unique_mouse"
"1822_Cell_Index436705",0,633,"unique_mouse"
"1822_Cell_Index436718",2937,7661,"mainly_mouse"
"1822_Cell_Index436724",797,1943,"mainly_mouse"
"1822_Cell_Index436791",0,1127,"unique_mouse"
"1822_Cell_Index43680",0,1158,"unique_mouse"
"1822_Cell_Index436898",1119,2878,"mainly_mouse"
"1822_Cell_Index437065",1251,2806,"mainly_mouse"
"1822_Cell_Index437083",0,1334,"unique_mouse"
"1822_Cell_Index437114",774,2101,"mainly_mouse"
"1822_Cell_Index437197",0,11303,"unique_mouse"
"1822_Cell_Index43732",6168,13719,"mainly_mouse"
"1822_Cell_Index437459",0,1187,"unique_mouse"
"1822_Cell_Index437478",514,1579,"mainly_mouse"
"1822_Cell_Index437495",600,1878,"mainly_mouse"
"1822_Cell_Index437515",4003,9353,"mainly_mouse"
"1822_Cell_Index437588",10643,25523,"mainly_mouse"
"1822_Cell_Index437776",0,1008,"unique_mouse"
"1822_Cell_Index43781",691,1786,"mainly_mouse"
"1822_Cell_Index437906",0,1338,"unique_mouse"
"1822_Cell_Index437925",3258,8270,"mainly_mouse"
"1822_Cell_Index437981",0,1014,"unique_mouse"
"1822_Cell_Index437992",0,698,"unique_mouse"
"1822_Cell_Index438052",3400,9038,"mainly_mouse"
"1822_Cell_Index438093",0,859,"unique_mouse"
"1822_Cell_Index438164",505,1361,"mainly_mouse"
"1822_Cell_Index438225",0,886,"unique_mouse"
"1822_Cell_Index438244",1632,0,"unique_human"
"1822_Cell_Index438328",0,589,"unique_mouse"
"1822_Cell_Index438448",5492,14140,"mainly_mouse"
"1822_Cell_Index438461",0,1423,"unique_mouse"
"1822_Cell_Index438490",822,2660,"mainly_mouse"
"1822_Cell_Index438557",3619,8668,"mainly_mouse"
"1822_Cell_Index438612",0,1230,"unique_mouse"
"1822_Cell_Index43872",2302,0,"unique_human"
"1822_Cell_Index438725",731,2212,"mainly_mouse"
"1822_Cell_Index438756",658,2160,"mainly_mouse"
"1822_Cell_Index438814",906,2519,"mainly_mouse"
"1822_Cell_Index438815",854,2448,"mainly_mouse"
"1822_Cell_Index438820",2382,6196,"mainly_mouse"
"1822_Cell_Index438885",650,1853,"mainly_mouse"
"1822_Cell_Index438890",551,1723,"mainly_mouse"
"1822_Cell_Index438990",5599,13799,"mainly_mouse"
"1822_Cell_Index439039",0,1430,"unique_mouse"
"1822_Cell_Index439046",0,992,"unique_mouse"
"1822_Cell_Index439081",651,2165,"mainly_mouse"
"1822_Cell_Index439191",950,2843,"mainly_mouse"
"1822_Cell_Index439194",523,1767,"mainly_mouse"
"1822_Cell_Index439219",5097,13522,"mainly_mouse"
"1822_Cell_Index439295",512,1421,"mainly_mouse"
"1822_Cell_Index439894",6007,14216,"mainly_mouse"
"1822_Cell_Index439963",534,611,"mainly_mouse"
"1822_Cell_Index440048",502,1391,"mainly_mouse"
"1822_Cell_Index440131",0,904,"unique_mouse"
"1822_Cell_Index44019",654,2268,"mainly_mouse"
"1822_Cell_Index440194",891,2579,"mainly_mouse"
"1822_Cell_Index4402",0,1131,"unique_mouse"
"1822_Cell_Index440266",1053,0,"unique_human"
"1822_Cell_Index440386",3579,9191,"mainly_mouse"
"1822_Cell_Index440545",0,1525,"unique_mouse"
"1822_Cell_Index440557",4756,10616,"mainly_mouse"
"1822_Cell_Index440584",7712,17587,"mainly_mouse"
"1822_Cell_Index440638",651,1973,"mainly_mouse"
"1822_Cell_Index440642",0,838,"unique_mouse"
"1822_Cell_Index440655",0,12745,"unique_mouse"
"1822_Cell_Index44068",2345,5713,"mainly_mouse"
"1822_Cell_Index440700",0,783,"unique_mouse"
