"Cell_Index","UMIs_human","UMIs_mouse","Labels"
"1820_Cell_Index132134",665,2068,"mainly_mouse"
"1820_Cell_Index132147",589,1741,"mainly_mouse"
"1820_Cell_Index132161",529,1527,"mainly_mouse"
"1820_Cell_Index1322",513,1333,"mainly_mouse"
"1820_Cell_Index132336",972,2923,"mainly_mouse"
"1820_Cell_Index132659",0,1216,"unique_mouse"
"1820_Cell_Index132687",5703,14108,"mainly_mouse"
"1820_Cell_Index132752",850,2502,"mainly_mouse"
"1820_Cell_Index132893",913,2900,"mainly_mouse"
"1820_Cell_Index132917",541,1519,"mainly_mouse"
"1820_Cell_Index132926",6056,0,"unique_human"
"1820_Cell_Index132998",1084,3396,"mainly_mouse"
"1820_Cell_Index133072",628,1767,"mainly_mouse"
"1820_Cell_Index133113",615,1838,"mainly_mouse"
"1820_Cell_Index133194",1952,5378,"mainly_mouse"
"1820_Cell_Index1332",1095,2779,"mainly_mouse"
"1820_Cell_Index133460",878,2435,"mainly_mouse"
"1820_Cell_Index13348",1310,4215,"mainly_mouse"
"1820_Cell_Index1336",0,714,"unique_mouse"
"1820_Cell_Index133758",692,0,"unique_human"
"1820_Cell_Index133836",778,2179,"mainly_mouse"
"1820_Cell_Index133934",1773,5170,"mainly_mouse"
"1820_Cell_Index134",718,1959,"mainly_mouse"
"1820_Cell_Index134022",3476,8278,"mainly_mouse"
"1820_Cell_Index134218",546,1775,"mainly_mouse"
"1820_Cell_Index13422",603,1865,"mainly_mouse"
"1820_Cell_Index134258",996,2951,"mainly_mouse"
"1820_Cell_Index134270",917,2863,"mainly_mouse"
"1820_Cell_Index134518",1111,3367,"mainly_mouse"
"1820_Cell_Index134574",640,2044,"mainly_mouse"
"1820_Cell_Index134732",984,2820,"mainly_mouse"
"1820_Cell_Index134766",603,1725,"mainly_mouse"
"1820_Cell_Index134850",914,3153,"mainly_mouse"
"1820_Cell_Index134992",601,1795,"mainly_mouse"
"1820_Cell_Index134998",1297,3673,"mainly_mouse"
"1820_Cell_Index13507",0,1055,"unique_mouse"
"1820_Cell_Index135098",611,1760,"mainly_mouse"
"1820_Cell_Index135130",932,2557,"mainly_mouse"
"1820_Cell_Index135381",685,1873,"mainly_mouse"
"1820_Cell_Index135537",586,1534,"mainly_mouse"
"1820_Cell_Index135562",7700,19152,"mainly_mouse"
"1820_Cell_Index135578",4662,11785,"mainly_mouse"
"1820_Cell_Index135755",951,2824,"mainly_mouse"
"1820_Cell_Index135903",861,2475,"mainly_mouse"
"1820_Cell_Index135962",5016,12337,"mainly_mouse"
"1820_Cell_Index136098",815,2455,"mainly_mouse"
"1820_Cell_Index136196",962,2556,"mainly_mouse"
"1820_Cell_Index136214",1398,4337,"mainly_mouse"
"1820_Cell_Index136217",1053,2976,"mainly_mouse"
"1820_Cell_Index136271",1088,3017,"mainly_mouse"
"1820_Cell_Index136442",850,2320,"mainly_mouse"
"1820_Cell_Index136464",677,1825,"mainly_mouse"
"1820_Cell_Index13660",941,2833,"mainly_mouse"
"1820_Cell_Index136648",7044,17206,"mainly_mouse"
"1820_Cell_Index136662",716,2211,"mainly_mouse"
"1820_Cell_Index136775",745,2338,"mainly_mouse"
"1820_Cell_Index136788",683,1805,"mainly_mouse"
"1820_Cell_Index136872",1043,2678,"mainly_mouse"
"1820_Cell_Index137005",662,2270,"mainly_mouse"
"1820_Cell_Index137276",543,1714,"mainly_mouse"
"1820_Cell_Index137302",853,2631,"mainly_mouse"
"1820_Cell_Index137317",756,2601,"mainly_mouse"
"1820_Cell_Index137367",1029,2666,"mainly_mouse"
"1820_Cell_Index137680",958,2912,"mainly_mouse"
"1820_Cell_Index137704",693,1905,"mainly_mouse"
"1820_Cell_Index137741",674,1829,"mainly_mouse"
"1820_Cell_Index137835",3272,8597,"mainly_mouse"
"1820_Cell_Index137867",1069,3288,"mainly_mouse"
"1820_Cell_Index13795",1162,3024,"mainly_mouse"
"1820_Cell_Index138103",1237,3363,"mainly_mouse"
"1820_Cell_Index138199",515,1705,"mainly_mouse"
"1820_Cell_Index13822",827,2445,"mainly_mouse"
"1820_Cell_Index138272",820,2544,"mainly_mouse"
"1820_Cell_Index138370",18822,41512,"mainly_mouse"
"1820_Cell_Index13844",1038,3041,"mainly_mouse"
"1820_Cell_Index138456",1178,3096,"mainly_mouse"
"1820_Cell_Index138459",1007,2899,"mainly_mouse"
"1820_Cell_Index138466",955,2996,"mainly_mouse"
"1820_Cell_Index13849",644,2015,"mainly_mouse"
"1820_Cell_Index13851",714,2197,"mainly_mouse"
"1820_Cell_Index138510",810,2305,"mainly_mouse"
"1820_Cell_Index138528",1112,3061,"mainly_mouse"
"1820_Cell_Index13854",518,1692,"mainly_mouse"
"1820_Cell_Index138634",0,1307,"unique_mouse"
"1820_Cell_Index138750",670,1904,"mainly_mouse"
"1820_Cell_Index138794",862,2845,"mainly_mouse"
"1820_Cell_Index138802",0,1305,"unique_mouse"
"1820_Cell_Index138828",700,2281,"mainly_mouse"
"1820_Cell_Index138942",642,1885,"mainly_mouse"
"1820_Cell_Index139000",0,1549,"unique_mouse"
"1820_Cell_Index139058",936,2928,"mainly_mouse"
"1820_Cell_Index139081",541,1919,"mainly_mouse"
"1820_Cell_Index139206",4061,9837,"mainly_mouse"
"1820_Cell_Index139397",1003,2965,"mainly_mouse"
"1820_Cell_Index13951",1359,0,"unique_human"
"1820_Cell_Index139772",1203,3498,"mainly_mouse"
"1820_Cell_Index139773",6755,15978,"mainly_mouse"
"1820_Cell_Index139819",820,2416,"mainly_mouse"
"1820_Cell_Index140331",643,2031,"mainly_mouse"
"1820_Cell_Index140380",1055,3290,"mainly_mouse"
"1820_Cell_Index140387",804,2537,"mainly_mouse"
"1820_Cell_Index140537",0,1078,"unique_mouse"
"1820_Cell_Index140608",1440,4426,"mainly_mouse"
"1820_Cell_Index14070",0,18018,"unique_mouse"
"1820_Cell_Index140727",794,2518,"mainly_mouse"
"1820_Cell_Index140838",828,2498,"mainly_mouse"
"1820_Cell_Index140848",27641,59255,"mainly_mouse"
"1820_Cell_Index140971",592,1909,"mainly_mouse"
"1820_Cell_Index141025",1505,4344,"mainly_mouse"
"1820_Cell_Index141029",7229,17460,"mainly_mouse"
"1820_Cell_Index141113",866,2586,"mainly_mouse"
"1820_Cell_Index141213",0,926,"unique_mouse"
"1820_Cell_Index1413",569,1781,"mainly_mouse"
"1820_Cell_Index141311",671,2038,"mainly_mouse"
"1820_Cell_Index141424",696,1829,"mainly_mouse"
"1820_Cell_Index141515",768,2418,"mainly_mouse"
"1820_Cell_Index141592",5030,12288,"mainly_mouse"
"1820_Cell_Index141652",723,2322,"mainly_mouse"
"1820_Cell_Index141711",3582,9322,"mainly_mouse"
"1820_Cell_Index141819",4093,11082,"mainly_mouse"
"1820_Cell_Index141942",614,1770,"mainly_mouse"
"1820_Cell_Index141980",858,2527,"mainly_mouse"
"1820_Cell_Index142015",521,0,"unique_human"
"1820_Cell_Index142189",592,1602,"mainly_mouse"
"1820_Cell_Index142232",666,1736,"mainly_mouse"
"1820_Cell_Index142243",699,2289,"mainly_mouse"
"1820_Cell_Index142287",893,2640,"mainly_mouse"
"1820_Cell_Index142356",615,2077,"mainly_mouse"
"1820_Cell_Index14241",689,2085,"mainly_mouse"
"1820_Cell_Index14273",772,2253,"mainly_mouse"
"1820_Cell_Index142773",726,2099,"mainly_mouse"
"1820_Cell_Index142911",0,1353,"unique_mouse"
"1820_Cell_Index143261",663,1883,"mainly_mouse"
"1820_Cell_Index143300",809,2286,"mainly_mouse"
"1820_Cell_Index143411",594,1953,"mainly_mouse"
"1820_Cell_Index143414",0,512,"unique_mouse"
"1820_Cell_Index143485",7331,17874,"mainly_mouse"
"1820_Cell_Index143546",1468,4484,"mainly_mouse"
"1820_Cell_Index143562",0,1103,"unique_mouse"
"1820_Cell_Index143625",752,2350,"mainly_mouse"
"1820_Cell_Index143674",8543,19813,"mainly_mouse"
"1820_Cell_Index14371",0,2155,"unique_mouse"
"1820_Cell_Index143716",563,1529,"mainly_mouse"
"1820_Cell_Index143748",1230,3146,"mainly_mouse"
"1820_Cell_Index14391",8386,19629,"mainly_mouse"
"1820_Cell_Index143941",3738,9335,"mainly_mouse"
"1820_Cell_Index143948",914,2491,"mainly_mouse"
"1820_Cell_Index143978",652,1917,"mainly_mouse"
"1820_Cell_Index144108",798,2238,"mainly_mouse"
"1820_Cell_Index144179",5961,14357,"mainly_mouse"
"1820_Cell_Index144270",633,1802,"mainly_mouse"
"1820_Cell_Index144275",9267,20984,"mainly_mouse"
"1820_Cell_Index144297",677,1949,"mainly_mouse"
"1820_Cell_Index144305",904,2682,"mainly_mouse"
"1820_Cell_Index144405",525,1653,"mainly_mouse"
"1820_Cell_Index144436",768,2046,"mainly_mouse"
"1820_Cell_Index144560",0,1378,"unique_mouse"
"1820_Cell_Index144673",609,1901,"mainly_mouse"
"1820_Cell_Index144689",850,2549,"mainly_mouse"
"1820_Cell_Index144693",1559,4377,"mainly_mouse"
"1820_Cell_Index144703",994,2964,"mainly_mouse"
"1820_Cell_Index14476",1051,0,"unique_human"
"1820_Cell_Index144806",0,535,"unique_mouse"
"1820_Cell_Index144830",2045,5751,"mainly_mouse"
"1820_Cell_Index144929",874,2488,"mainly_mouse"
"1820_Cell_Index145171",962,2582,"mainly_mouse"
"1820_Cell_Index145191",854,2425,"mainly_mouse"
"1820_Cell_Index145430",927,2699,"mainly_mouse"
"1820_Cell_Index145523",625,1911,"mainly_mouse"
"1820_Cell_Index145532",1146,3432,"mainly_mouse"
"1820_Cell_Index145607",3452,8690,"mainly_mouse"
"1820_Cell_Index145635",1418,4460,"mainly_mouse"
"1820_Cell_Index145760",788,2378,"mainly_mouse"
"1820_Cell_Index145799",1523,4070,"mainly_mouse"
"1820_Cell_Index145852",0,913,"unique_mouse"
"1820_Cell_Index145883",0,1451,"unique_mouse"
"1820_Cell_Index145942",992,2950,"mainly_mouse"
"1820_Cell_Index146214",542,1658,"mainly_mouse"
"1820_Cell_Index146273",761,2320,"mainly_mouse"
"1820_Cell_Index146294",0,1068,"unique_mouse"
"1820_Cell_Index146484",784,2325,"mainly_mouse"
"1820_Cell_Index146571",606,1834,"mainly_mouse"
"1820_Cell_Index146580",5118,11290,"mainly_mouse"
"1820_Cell_Index146749",0,1195,"unique_mouse"
"1820_Cell_Index146762",575,1691,"mainly_mouse"
"1820_Cell_Index146771",906,2555,"mainly_mouse"
"1820_Cell_Index14687",763,2054,"mainly_mouse"
"1820_Cell_Index146877",0,1173,"unique_mouse"
"1820_Cell_Index146941",739,2245,"mainly_mouse"
"1820_Cell_Index147012",654,2181,"mainly_mouse"
"1820_Cell_Index147014",1041,2940,"mainly_mouse"
"1820_Cell_Index147037",630,1780,"mainly_mouse"
"1820_Cell_Index147120",822,2596,"mainly_mouse"
"1820_Cell_Index147147",1275,3982,"mainly_mouse"
"1820_Cell_Index147205",0,778,"unique_mouse"
"1820_Cell_Index14726",805,2185,"mainly_mouse"
"1820_Cell_Index14737",1196,3454,"mainly_mouse"
"1820_Cell_Index147409",0,528,"unique_mouse"
"1820_Cell_Index147615",924,2810,"mainly_mouse"
"1820_Cell_Index147718",5054,10914,"mainly_mouse"
"1820_Cell_Index147767",0,1493,"unique_mouse"
"1820_Cell_Index147773",763,2238,"mainly_mouse"
"1820_Cell_Index147797",637,2136,"mainly_mouse"
"1820_Cell_Index147807",1201,3530,"mainly_mouse"
"1820_Cell_Index147823",850,2334,"mainly_mouse"
"1820_Cell_Index147876",936,2916,"mainly_mouse"
"1820_Cell_Index148008",898,2833,"mainly_mouse"
"1820_Cell_Index148091",1636,4749,"mainly_mouse"
"1820_Cell_Index148101",762,2422,"mainly_mouse"
"1820_Cell_Index148197",670,2108,"mainly_mouse"
"1820_Cell_Index148234",2632,7829,"mainly_mouse"
"1820_Cell_Index148250",832,2362,"mainly_mouse"
"1820_Cell_Index148424",655,1902,"mainly_mouse"
"1820_Cell_Index148564",8390,20306,"mainly_mouse"
"1820_Cell_Index14864",1026,3313,"mainly_mouse"
"1820_Cell_Index148646",757,2501,"mainly_mouse"
"1820_Cell_Index148813",0,1183,"unique_mouse"
"1820_Cell_Index148893",922,2529,"mainly_mouse"
"1820_Cell_Index148923",1283,3969,"mainly_mouse"
"1820_Cell_Index148949",5977,15737,"mainly_mouse"
"1820_Cell_Index149117",1259,3118,"mainly_mouse"
"1820_Cell_Index149125",1214,3233,"mainly_mouse"
"1820_Cell_Index149202",536,1656,"mainly_mouse"
"1820_Cell_Index149409",1303,3859,"mainly_mouse"
"1820_Cell_Index149435",1016,2687,"mainly_mouse"
"1820_Cell_Index149516",704,2315,"mainly_mouse"
"1820_Cell_Index149521",819,2337,"mainly_mouse"
"1820_Cell_Index149570",842,2366,"mainly_mouse"
"1820_Cell_Index149576",640,1857,"mainly_mouse"
"1820_Cell_Index149608",852,2299,"mainly_mouse"
"1820_Cell_Index149637",15130,32674,"mainly_mouse"
"1820_Cell_Index149651",1296,3745,"mainly_mouse"
"1820_Cell_Index149761",663,1994,"mainly_mouse"
"1820_Cell_Index149858",1172,3226,"mainly_mouse"
"1820_Cell_Index150",1013,3033,"mainly_mouse"
"1820_Cell_Index150030",993,2793,"mainly_mouse"
"1820_Cell_Index150084",656,2244,"mainly_mouse"
"1820_Cell_Index150343",0,916,"unique_mouse"
"1820_Cell_Index150387",5426,13530,"mainly_mouse"
"1820_Cell_Index150417",654,1842,"mainly_mouse"
"1820_Cell_Index150711",7979,19469,"mainly_mouse"
"1820_Cell_Index150911",908,2458,"mainly_mouse"
"1820_Cell_Index150951",987,3196,"mainly_mouse"
"1820_Cell_Index151098",7502,18609,"mainly_mouse"
"1820_Cell_Index151216",5403,13815,"mainly_mouse"
"1820_Cell_Index151221",592,1791,"mainly_mouse"
"1820_Cell_Index15123",735,2005,"mainly_mouse"
"1820_Cell_Index151315",1525,5085,"mainly_mouse"
"1820_Cell_Index151564",593,1838,"mainly_mouse"
"1820_Cell_Index1516",0,618,"unique_mouse"
"1820_Cell_Index15169",1200,3723,"mainly_mouse"
"1820_Cell_Index151714",530,1342,"mainly_mouse"
"1820_Cell_Index152003",0,1586,"unique_mouse"
"1820_Cell_Index152122",4887,12193,"mainly_mouse"
"1820_Cell_Index152126",739,2170,"mainly_mouse"
"1820_Cell_Index15220",596,1945,"mainly_mouse"
"1820_Cell_Index152326",0,14476,"unique_mouse"
"1820_Cell_Index15236",0,698,"unique_mouse"
"1820_Cell_Index15270",884,2812,"mainly_mouse"
"1820_Cell_Index152735",8183,19715,"mainly_mouse"
"1820_Cell_Index152778",632,1740,"mainly_mouse"
"1820_Cell_Index152780",1390,4705,"mainly_mouse"
"1820_Cell_Index152833",7803,18733,"mainly_mouse"
"1820_Cell_Index152896",639,2070,"mainly_mouse"
"1820_Cell_Index152916",531,0,"unique_human"
"1820_Cell_Index152971",975,3209,"mainly_mouse"
"1820_Cell_Index153020",1032,2950,"mainly_mouse"
"1820_Cell_Index153073",948,3130,"mainly_mouse"
"1820_Cell_Index153168",929,2800,"mainly_mouse"
"1820_Cell_Index153175",0,704,"unique_mouse"
"1820_Cell_Index153220",812,2559,"mainly_mouse"
"1820_Cell_Index153261",1116,2906,"mainly_mouse"
"1820_Cell_Index153269",0,1338,"unique_mouse"
"1820_Cell_Index153345",870,3077,"mainly_mouse"
"1820_Cell_Index15345",1017,2992,"mainly_mouse"
"1820_Cell_Index153621",838,2332,"mainly_mouse"
"1820_Cell_Index153679",5368,12886,"mainly_mouse"
"1820_Cell_Index15368",778,2281,"mainly_mouse"
"1820_Cell_Index153690",0,1576,"unique_mouse"
"1820_Cell_Index153865",684,1876,"mainly_mouse"
"1820_Cell_Index153929",716,2407,"mainly_mouse"
"1820_Cell_Index153938",0,1307,"unique_mouse"
"1820_Cell_Index153976",0,662,"unique_mouse"
"1820_Cell_Index154005",4001,9742,"mainly_mouse"
"1820_Cell_Index154013",506,1755,"mainly_mouse"
"1820_Cell_Index154076",966,2537,"mainly_mouse"
"1820_Cell_Index154080",927,2992,"mainly_mouse"
"1820_Cell_Index154241",1093,3232,"mainly_mouse"
"1820_Cell_Index154248",648,2178,"mainly_mouse"
"1820_Cell_Index154274",1021,2871,"mainly_mouse"
"1820_Cell_Index154344",1047,2779,"mainly_mouse"
"1820_Cell_Index154400",819,2545,"mainly_mouse"
"1820_Cell_Index154427",674,2290,"mainly_mouse"
"1820_Cell_Index154447",771,2566,"mainly_mouse"
"1820_Cell_Index154472",768,2306,"mainly_mouse"
"1820_Cell_Index154477",875,2525,"mainly_mouse"
"1820_Cell_Index154491",668,1996,"mainly_mouse"
"1820_Cell_Index154511",532,1385,"mainly_mouse"
"1820_Cell_Index154562",637,1911,"mainly_mouse"
"1820_Cell_Index154628",537,1285,"mainly_mouse"
"1820_Cell_Index154637",872,2396,"mainly_mouse"
"1820_Cell_Index154813",782,2359,"mainly_mouse"
"1820_Cell_Index154944",1349,4045,"mainly_mouse"
"1820_Cell_Index154947",4822,13314,"mainly_mouse"
"1820_Cell_Index15499",1106,3370,"mainly_mouse"
"1820_Cell_Index154994",598,2061,"mainly_mouse"
"1820_Cell_Index155055",519,1620,"mainly_mouse"
"1820_Cell_Index155082",3435,0,"unique_human"
"1820_Cell_Index155247",765,2194,"mainly_mouse"
"1820_Cell_Index155290",1337,3686,"mainly_mouse"
"1820_Cell_Index155323",767,2071,"mainly_mouse"
"1820_Cell_Index155527",786,2153,"mainly_mouse"
"1820_Cell_Index155762",0,664,"unique_mouse"
"1820_Cell_Index155798",9174,23221,"mainly_mouse"
"1820_Cell_Index155846",1228,3466,"mainly_mouse"
"1820_Cell_Index155962",999,3060,"mainly_mouse"
"1820_Cell_Index156038",662,2103,"mainly_mouse"
"1820_Cell_Index156161",736,2125,"mainly_mouse"
"1820_Cell_Index156395",745,2336,"mainly_mouse"
"1820_Cell_Index15642",670,1889,"mainly_mouse"
"1820_Cell_Index156462",0,711,"unique_mouse"
"1820_Cell_Index156464",666,1831,"mainly_mouse"
"1820_Cell_Index156486",1606,5001,"mainly_mouse"
"1820_Cell_Index156512",5240,13660,"mainly_mouse"
"1820_Cell_Index15652",0,1534,"unique_mouse"
"1820_Cell_Index15657",1259,3372,"mainly_mouse"
"1820_Cell_Index156577",4768,12341,"mainly_mouse"
"1820_Cell_Index156597",918,2400,"mainly_mouse"
"1820_Cell_Index156780",676,1891,"mainly_mouse"
"1820_Cell_Index156968",0,9283,"unique_mouse"
"1820_Cell_Index156988",1117,3421,"mainly_mouse"
"1820_Cell_Index157000",909,2805,"mainly_mouse"
"1820_Cell_Index157099",705,2046,"mainly_mouse"
"1820_Cell_Index157209",0,895,"unique_mouse"
"1820_Cell_Index157320",6907,16774,"mainly_mouse"
"1820_Cell_Index157328",772,2243,"mainly_mouse"
"1820_Cell_Index157451",634,1814,"mainly_mouse"
"1820_Cell_Index157479",756,2260,"mainly_mouse"
"1820_Cell_Index157518",708,0,"unique_human"
"1820_Cell_Index157543",682,2458,"mainly_mouse"
"1820_Cell_Index157608",909,2690,"mainly_mouse"
"1820_Cell_Index15769",906,2558,"mainly_mouse"
"1820_Cell_Index157768",1744,4953,"mainly_mouse"
"1820_Cell_Index157866",884,2727,"mainly_mouse"
"1820_Cell_Index157921",8985,21973,"mainly_mouse"
"1820_Cell_Index157965",709,2244,"mainly_mouse"
"1820_Cell_Index157966",590,1778,"mainly_mouse"
"1820_Cell_Index157986",6082,14910,"mainly_mouse"
"1820_Cell_Index158119",6436,15646,"mainly_mouse"
"1820_Cell_Index158268",823,2552,"mainly_mouse"
"1820_Cell_Index158279",504,1539,"mainly_mouse"
"1820_Cell_Index158351",892,2776,"mainly_mouse"
"1820_Cell_Index158375",0,812,"unique_mouse"
"1820_Cell_Index158484",789,2213,"mainly_mouse"
"1820_Cell_Index158706",0,834,"unique_mouse"
"1820_Cell_Index159067",882,2606,"mainly_mouse"
"1820_Cell_Index159086",1371,3758,"mainly_mouse"
"1820_Cell_Index159170",892,2476,"mainly_mouse"
"1820_Cell_Index159198",504,1368,"mainly_mouse"
"1820_Cell_Index159286",1050,2948,"mainly_mouse"
"1820_Cell_Index159312",742,2231,"mainly_mouse"
"1820_Cell_Index15933",926,2846,"mainly_mouse"
"1820_Cell_Index159415",668,1866,"mainly_mouse"
"1820_Cell_Index15954",4656,11516,"mainly_mouse"
"1820_Cell_Index159547",774,2240,"mainly_mouse"
"1820_Cell_Index159598",517,1565,"mainly_mouse"
"1820_Cell_Index159625",0,19580,"unique_mouse"
"1820_Cell_Index159645",644,1968,"mainly_mouse"
"1820_Cell_Index159980",0,1174,"unique_mouse"
"1820_Cell_Index160019",922,2696,"mainly_mouse"
"1820_Cell_Index160067",686,1993,"mainly_mouse"
"1820_Cell_Index160089",563,1834,"mainly_mouse"
"1820_Cell_Index160090",733,2355,"mainly_mouse"
"1820_Cell_Index160123",982,3304,"mainly_mouse"
"1820_Cell_Index160149",0,936,"unique_mouse"
"1820_Cell_Index160260",657,1949,"mainly_mouse"
"1820_Cell_Index160298",924,2982,"mainly_mouse"
"1820_Cell_Index160415",743,2247,"mainly_mouse"
"1820_Cell_Index160421",650,1686,"mainly_mouse"
"1820_Cell_Index160455",1007,2731,"mainly_mouse"
"1820_Cell_Index16050",548,1619,"mainly_mouse"
"1820_Cell_Index160542",622,1915,"mainly_mouse"
"1820_Cell_Index160555",4314,10485,"mainly_mouse"
"1820_Cell_Index160568",635,2149,"mainly_mouse"
"1820_Cell_Index160630",919,2644,"mainly_mouse"
"1820_Cell_Index160652",684,1930,"mainly_mouse"
"1820_Cell_Index160699",887,2680,"mainly_mouse"
"1820_Cell_Index160735",1410,4358,"mainly_mouse"
"1820_Cell_Index160886",877,2265,"mainly_mouse"
"1820_Cell_Index160917",937,2831,"mainly_mouse"
"1820_Cell_Index16105",962,2934,"mainly_mouse"
"1820_Cell_Index161104",583,1640,"mainly_mouse"
"1820_Cell_Index161117",888,2666,"mainly_mouse"
"1820_Cell_Index161133",0,911,"unique_mouse"
"1820_Cell_Index161169",584,1747,"mainly_mouse"
"1820_Cell_Index161247",766,2348,"mainly_mouse"
"1820_Cell_Index161266",12059,28992,"mainly_mouse"
"1820_Cell_Index161312",939,2726,"mainly_mouse"
"1820_Cell_Index161350",0,1167,"unique_mouse"
"1820_Cell_Index161473",1016,2788,"mainly_mouse"
"1820_Cell_Index16148",548,1650,"mainly_mouse"
"1820_Cell_Index161620",0,932,"unique_mouse"
"1820_Cell_Index161683",961,2970,"mainly_mouse"
"1820_Cell_Index161684",708,2283,"mainly_mouse"
"1820_Cell_Index161750",1647,4828,"mainly_mouse"
"1820_Cell_Index161769",0,1478,"unique_mouse"
"1820_Cell_Index16191",977,2741,"mainly_mouse"
"1820_Cell_Index162099",905,2484,"mainly_mouse"
"1820_Cell_Index16222",634,1784,"mainly_mouse"
"1820_Cell_Index162238",1485,4568,"mainly_mouse"
"1820_Cell_Index162338",11345,25656,"mainly_mouse"
"1820_Cell_Index162444",6113,14638,"mainly_mouse"
"1820_Cell_Index162517",859,2452,"mainly_mouse"
"1820_Cell_Index162549",1492,4129,"mainly_mouse"
"1820_Cell_Index162619",673,2012,"mainly_mouse"
"1820_Cell_Index162673",4967,11954,"mainly_mouse"
"1820_Cell_Index162701",626,2016,"mainly_mouse"
"1820_Cell_Index162745",606,1617,"mainly_mouse"
"1820_Cell_Index162775",1085,2870,"mainly_mouse"
"1820_Cell_Index162852",680,2098,"mainly_mouse"
"1820_Cell_Index16292",671,2041,"mainly_mouse"
"1820_Cell_Index162943",886,2744,"mainly_mouse"
"1820_Cell_Index163073",536,1710,"mainly_mouse"
"1820_Cell_Index163093",769,2243,"mainly_mouse"
"1820_Cell_Index163143",699,2115,"mainly_mouse"
"1820_Cell_Index163152",802,2258,"mainly_mouse"
"1820_Cell_Index163171",3465,9843,"mainly_mouse"
"1820_Cell_Index163207",0,709,"unique_mouse"
"1820_Cell_Index163311",863,2569,"mainly_mouse"
"1820_Cell_Index163432",0,1015,"unique_mouse"
"1820_Cell_Index163472",721,1860,"mainly_mouse"
"1820_Cell_Index163481",755,2220,"mainly_mouse"
"1820_Cell_Index163535",1274,3413,"mainly_mouse"
"1820_Cell_Index163553",1237,4107,"mainly_mouse"
"1820_Cell_Index163568",1071,3202,"mainly_mouse"
"1820_Cell_Index163623",0,1305,"unique_mouse"
"1820_Cell_Index163655",6069,14261,"mainly_mouse"
"1820_Cell_Index163719",905,2746,"mainly_mouse"
"1820_Cell_Index163721",9209,22360,"mainly_mouse"
"1820_Cell_Index163895",661,2129,"mainly_mouse"
"1820_Cell_Index164007",827,2728,"mainly_mouse"
"1820_Cell_Index164101",781,2328,"mainly_mouse"
"1820_Cell_Index164104",869,2554,"mainly_mouse"
"1820_Cell_Index164196",1081,3375,"mainly_mouse"
"1820_Cell_Index164200",967,2923,"mainly_mouse"
"1820_Cell_Index164231",0,1262,"unique_mouse"
