"Cell_Index","UMIs_human"
"1820_Cell_Index169266",4064
"1820_Cell_Index169452",837
"1820_Cell_Index169663",719
"1820_Cell_Index169705",645
"1820_Cell_Index169708",692
"1820_Cell_Index169808",820
"1820_Cell_Index169875",630
"1820_Cell_Index169975",3387
"1820_Cell_Index17007",860
"1820_Cell_Index170232",613
"1820_Cell_Index170250",7166
"1820_Cell_Index170294",598
"1820_Cell_Index170343",975
"1820_Cell_Index170375",2216
"1820_Cell_Index17042",1221
"1820_Cell_Index170442",1161
"1820_Cell_Index170647",932
"1820_Cell_Index170705",770
"1820_Cell_Index170744",1803
"1820_Cell_Index170779",649
"1820_Cell_Index170807",559
"1820_Cell_Index170873",897
"1820_Cell_Index171187",587
"1820_Cell_Index1712",1176
"1820_Cell_Index171337",9420
"1820_Cell_Index171425",699
"1820_Cell_Index171447",1897
"1820_Cell_Index171461",1799
"1820_Cell_Index171526",4407
"1820_Cell_Index171621",1128
"1820_Cell_Index171659",501
"1820_Cell_Index171750",514
"1820_Cell_Index171781",6432
"1820_Cell_Index171794",1138
"1820_Cell_Index171939",776
"1820_Cell_Index172010",677
"1820_Cell_Index172015",738
"1820_Cell_Index172183",1581
"1820_Cell_Index172196",8635
"1820_Cell_Index172246",6233
"1820_Cell_Index172275",570
"1820_Cell_Index172376",4440
"1820_Cell_Index1725",810
"1820_Cell_Index17258",10160
"1820_Cell_Index172580",842
"1820_Cell_Index17262",852
"1820_Cell_Index172656",1186
"1820_Cell_Index172713",751
"1820_Cell_Index172866",679
"1820_Cell_Index172998",898
"1820_Cell_Index173007",701
"1820_Cell_Index173017",782
"1820_Cell_Index173028",726
"1820_Cell_Index173129",767
"1820_Cell_Index17319",1108
"1820_Cell_Index173200",797
"1820_Cell_Index173264",3391
"1820_Cell_Index173530",651
"1820_Cell_Index173718",690
"1820_Cell_Index173861",754
"1820_Cell_Index173862",668
"1820_Cell_Index17387",1292
"1820_Cell_Index173934",1336
"1820_Cell_Index173935",750
"1820_Cell_Index174085",1114
"1820_Cell_Index174284",1015
"1820_Cell_Index17435",983
"1820_Cell_Index174408",547
"1820_Cell_Index174442",665
"1820_Cell_Index174474",716
"1820_Cell_Index174497",609
"1820_Cell_Index174574",860
"1820_Cell_Index174658",1013
"1820_Cell_Index174662",1340
"1820_Cell_Index174860",1275
"1820_Cell_Index174983",810
"1820_Cell_Index175036",786
"1820_Cell_Index175141",6186
"1820_Cell_Index175309",684
"1820_Cell_Index175371",4211
"1820_Cell_Index175390",671
"1820_Cell_Index17549",1067
"1820_Cell_Index175554",12676
"1820_Cell_Index175556",787
"1820_Cell_Index175643",799
"1820_Cell_Index175970",6026
"1820_Cell_Index176333",800
"1820_Cell_Index176382",7937
"1820_Cell_Index176422",6603
"1820_Cell_Index176459",14299
"1820_Cell_Index17652",630
"1820_Cell_Index176584",1199
"1820_Cell_Index17667",16147
"1820_Cell_Index176722",657
"1820_Cell_Index176822",7710
"1820_Cell_Index177070",1332
"1820_Cell_Index177080",738
"1820_Cell_Index177160",857
"1820_Cell_Index17734",596
"1820_Cell_Index177415",3657
"1820_Cell_Index17743",514
"1820_Cell_Index177576",8991
"1820_Cell_Index177689",1049
"1820_Cell_Index177699",1089
"1820_Cell_Index177829",882
"1820_Cell_Index178121",4210
"1820_Cell_Index178279",1393
"1820_Cell_Index178334",1011
"1820_Cell_Index178366",1267
"1820_Cell_Index178446",712
"1820_Cell_Index178497",673
"1820_Cell_Index178556",836
"1820_Cell_Index178660",921
"1820_Cell_Index178751",1104
"1820_Cell_Index178843",661
"1820_Cell_Index178964",576
"1820_Cell_Index178984",662
"1820_Cell_Index179007",6936
"1820_Cell_Index179072",833
"1820_Cell_Index179102",1344
"1820_Cell_Index179233",1075
"1820_Cell_Index179295",5699
"1820_Cell_Index179410",951
"1820_Cell_Index17970",740
"1820_Cell_Index179869",600
"1820_Cell_Index179997",626
"1820_Cell_Index18009",4212
"1820_Cell_Index180227",5527
"1820_Cell_Index180250",7930
"1820_Cell_Index180295",625
"1820_Cell_Index180308",813
"1820_Cell_Index180324",793
"1820_Cell_Index180365",851
"1820_Cell_Index18040",636
"1820_Cell_Index18043",5433
"1820_Cell_Index180461",687
"1820_Cell_Index180493",5584
"1820_Cell_Index180602",736
"1820_Cell_Index180633",702
"1820_Cell_Index180654",729
"1820_Cell_Index180676",649
"1820_Cell_Index180983",887
"1820_Cell_Index181075",651
"1820_Cell_Index181174",799
"1820_Cell_Index18123",618
"1820_Cell_Index181237",810
"1820_Cell_Index18124",930
"1820_Cell_Index181269",666
"1820_Cell_Index181299",1107
"1820_Cell_Index18132",734
"1820_Cell_Index181331",634
"1820_Cell_Index181334",778
"1820_Cell_Index181335",811
"1820_Cell_Index181367",5731
"1820_Cell_Index181416",587
"1820_Cell_Index181435",979
"1820_Cell_Index181569",638
"1820_Cell_Index181680",868
"1820_Cell_Index181709",545
"1820_Cell_Index181722",7082
"1820_Cell_Index181741",6978
"1820_Cell_Index181762",1250
"1820_Cell_Index182100",1020
"1820_Cell_Index182214",669
"1820_Cell_Index182260",735
"1820_Cell_Index182369",807
"1820_Cell_Index182396",582
"1820_Cell_Index182602",826
"1820_Cell_Index182809",3647
"1820_Cell_Index182935",1264
"1820_Cell_Index18313",837
"1820_Cell_Index183186",695
"1820_Cell_Index183293",708
"1820_Cell_Index183386",6973
"1820_Cell_Index183468",631
"1820_Cell_Index183488",2224
"1820_Cell_Index18365",635
"1820_Cell_Index183801",863
"1820_Cell_Index183808",665
"1820_Cell_Index183825",1040
"1820_Cell_Index183930",1012
"1820_Cell_Index183941",1009
"1820_Cell_Index18399",1041
"1820_Cell_Index184034",769
"1820_Cell_Index184091",800
"1820_Cell_Index18410",941
"1820_Cell_Index184113",571
"1820_Cell_Index184143",870
"1820_Cell_Index184299",796
"1820_Cell_Index184300",939
"1820_Cell_Index184364",835
"1820_Cell_Index18440",819
"1820_Cell_Index184478",800
"1820_Cell_Index184493",793
"1820_Cell_Index184545",1096
"1820_Cell_Index184554",567
"1820_Cell_Index184651",617
"1820_Cell_Index184660",534
"1820_Cell_Index184842",859
"1820_Cell_Index185032",9966
"1820_Cell_Index185125",821
"1820_Cell_Index185141",1316
"1820_Cell_Index185163",1150
"1820_Cell_Index185190",867
"1820_Cell_Index18539",854
"1820_Cell_Index185422",933
"1820_Cell_Index185625",874
"1820_Cell_Index18574",1294
"1820_Cell_Index185742",651
"1820_Cell_Index185743",537
"1820_Cell_Index185744",750
"1820_Cell_Index185756",635
"1820_Cell_Index185785",714
"1820_Cell_Index185787",810
"1820_Cell_Index186098",831
"1820_Cell_Index18618",6342
"1820_Cell_Index186227",724
"1820_Cell_Index186243",922
"1820_Cell_Index186269",703
"1820_Cell_Index186379",736
"1820_Cell_Index186447",829
"1820_Cell_Index186601",655
"1820_Cell_Index186615",573
"1820_Cell_Index18674",669
"1820_Cell_Index186900",683
"1820_Cell_Index186937",1103
"1820_Cell_Index186971",623
"1820_Cell_Index187026",746
"1820_Cell_Index187033",999
"1820_Cell_Index187126",726
"1820_Cell_Index187249",833
"1820_Cell_Index187254",813
"1820_Cell_Index187365",740
"1820_Cell_Index187387",902
"1820_Cell_Index187447",619
"1820_Cell_Index187498",2482
"1820_Cell_Index187730",2271
"1820_Cell_Index187872",7773
"1820_Cell_Index188036",1220
"1820_Cell_Index188150",899
"1820_Cell_Index18822",4661
"1820_Cell_Index188221",2461
"1820_Cell_Index188362",861
"1820_Cell_Index18844",662
"1820_Cell_Index188454",784
"1820_Cell_Index188600",752
"1820_Cell_Index188671",604
"1820_Cell_Index188707",520
"1820_Cell_Index188845",609
"1820_Cell_Index188894",740
"1820_Cell_Index188902",674
"1820_Cell_Index188924",631
"1820_Cell_Index188981",530
"1820_Cell_Index189026",923
"1820_Cell_Index189028",514
"1820_Cell_Index18906",640
"1820_Cell_Index189225",984
"1820_Cell_Index189374",754
"1820_Cell_Index18946",674
"1820_Cell_Index18949",2794
"1820_Cell_Index189514",674
"1820_Cell_Index189522",1003
"1820_Cell_Index189620",1678
"1820_Cell_Index18972",707
"1820_Cell_Index189914",2609
"1820_Cell_Index190101",8998
"1820_Cell_Index190121",826
"1820_Cell_Index190225",1599
"1820_Cell_Index190273",3622
"1820_Cell_Index19029",1548
"1820_Cell_Index190299",746
"1820_Cell_Index190390",814
"1820_Cell_Index19049",1015
"1820_Cell_Index190588",4555
"1820_Cell_Index190639",666
"1820_Cell_Index190917",694
"1820_Cell_Index191191",957
"1820_Cell_Index1913",7589
"1820_Cell_Index19143",1902
"1820_Cell_Index191508",649
"1820_Cell_Index191590",1156
"1820_Cell_Index191615",5528
"1820_Cell_Index191618",794
"1820_Cell_Index191708",733
"1820_Cell_Index191728",621
"1820_Cell_Index191777",1358
"1820_Cell_Index191809",1558
"1820_Cell_Index191855",948
"1820_Cell_Index192130",776
"1820_Cell_Index192153",3629
"1820_Cell_Index19223",617
"1820_Cell_Index192257",532
"1820_Cell_Index192295",745
"1820_Cell_Index192490",925
"1820_Cell_Index192591",1244
"1820_Cell_Index192594",18534
"1820_Cell_Index192606",720
"1820_Cell_Index192720",989
"1820_Cell_Index192756",843
"1820_Cell_Index192761",765
"1820_Cell_Index192810",618
"1820_Cell_Index192816",1692
"1820_Cell_Index192830",701
"1820_Cell_Index193216",899
"1820_Cell_Index193236",692
"1820_Cell_Index193242",1077
"1820_Cell_Index19330",894
"1820_Cell_Index193300",506
"1820_Cell_Index193383",10332
"1820_Cell_Index193510",866
"1820_Cell_Index193587",722
"1820_Cell_Index193715",499
"1820_Cell_Index193771",1167
"1820_Cell_Index193824",713
"1820_Cell_Index194004",684
"1820_Cell_Index194043",938
"1820_Cell_Index194159",730
"1820_Cell_Index194204",919
"1820_Cell_Index194242",951
"1820_Cell_Index194254",635
"1820_Cell_Index194394",616
"1820_Cell_Index19441",26755
"1820_Cell_Index194411",1080
"1820_Cell_Index194470",565
"1820_Cell_Index194475",861
"1820_Cell_Index194508",522
"1820_Cell_Index19465",694
"1820_Cell_Index194679",951
"1820_Cell_Index195023",980
"1820_Cell_Index195126",933
"1820_Cell_Index195152",4382
"1820_Cell_Index195267",1462
"1820_Cell_Index195347",877
"1820_Cell_Index195591",2481
"1820_Cell_Index19572",931
"1820_Cell_Index195827",2835
"1820_Cell_Index195831",978
"1820_Cell_Index195852",938
"1820_Cell_Index195879",8413
"1820_Cell_Index196071",4255
"1820_Cell_Index196185",688
"1820_Cell_Index196212",752
"1820_Cell_Index196217",814
"1820_Cell_Index196236",768
"1820_Cell_Index196251",636
"1820_Cell_Index196462",515
"1820_Cell_Index19663",3258
"1820_Cell_Index196810",1553
"1820_Cell_Index196815",859
"1820_Cell_Index196903",925
"1820_Cell_Index196970",1282
"1820_Cell_Index196973",691
"1820_Cell_Index197038",687
"1820_Cell_Index197097",834
"1820_Cell_Index197115",860
"1820_Cell_Index197314",673
"1820_Cell_Index197330",942
"1820_Cell_Index197417",607
"1820_Cell_Index197442",791
"1820_Cell_Index197454",803
"1820_Cell_Index1975",991
"1820_Cell_Index197522",995
"1820_Cell_Index197526",976
"1820_Cell_Index197611",1122
"1820_Cell_Index197685",10839
"1820_Cell_Index197716",934
"1820_Cell_Index197802",936
"1820_Cell_Index197890",699
"1820_Cell_Index197951",709
"1820_Cell_Index19798",1008
"1820_Cell_Index197999",847
"1820_Cell_Index198036",562
"1820_Cell_Index198245",1067
"1820_Cell_Index198368",7238
"1820_Cell_Index198453",23261
"1820_Cell_Index198534",8088
"1820_Cell_Index198542",766
"1820_Cell_Index198669",8530
"1820_Cell_Index198795",729
"1820_Cell_Index198829",1048
"1820_Cell_Index198982",944
"1820_Cell_Index19927",7464
"1820_Cell_Index19929",4359
"1820_Cell_Index199290",584
"1820_Cell_Index199322",801
"1820_Cell_Index199328",1010
"1820_Cell_Index199382",801
"1820_Cell_Index199446",985
"1820_Cell_Index199606",579
"1820_Cell_Index199627",558
"1820_Cell_Index19966",1156
"1820_Cell_Index199761",743
"1820_Cell_Index199763",575
"1820_Cell_Index199805",650
"1820_Cell_Index199907",738
"1820_Cell_Index199994",645
"1820_Cell_Index199996",1018
"1820_Cell_Index20",864
"1820_Cell_Index200006",6433
"1820_Cell_Index200029",1162
"1820_Cell_Index200042",890
"1820_Cell_Index200182",868
"1820_Cell_Index200208",1047
"1820_Cell_Index200660",909
"1820_Cell_Index200791",1513
"1820_Cell_Index200849",754
"1820_Cell_Index200883",1050
"1820_Cell_Index201054",1148
"1820_Cell_Index201105",767
"1820_Cell_Index201215",583
"1820_Cell_Index201240",649
"1820_Cell_Index201279",1563
"1820_Cell_Index201326",1443
"1820_Cell_Index201369",1088
"1820_Cell_Index201371",1182
"1820_Cell_Index201438",763
"1820_Cell_Index201547",6496
"1820_Cell_Index201819",578
"1820_Cell_Index201846",519
"1820_Cell_Index201937",876
"1820_Cell_Index202193",736
"1820_Cell_Index202246",864
"1820_Cell_Index202261",24798
"1820_Cell_Index202272",711
"1820_Cell_Index202276",862
"1820_Cell_Index202286",8594
"1820_Cell_Index202306",7764
"1820_Cell_Index202500",689
"1820_Cell_Index202559",1192
"1820_Cell_Index202711",4191
"1820_Cell_Index202829",821
"1820_Cell_Index202844",1076
"1820_Cell_Index202855",850
"1820_Cell_Index202885",862
"1820_Cell_Index20298",758
"1820_Cell_Index203037",4640
"1820_Cell_Index203137",1365
"1820_Cell_Index203179",967
"1820_Cell_Index203190",910
"1820_Cell_Index203250",1021
"1820_Cell_Index203346",1216
"1820_Cell_Index203382",593
"1820_Cell_Index203535",5360
"1820_Cell_Index203542",875
"1820_Cell_Index203626",855
"1820_Cell_Index204314",968
"1820_Cell_Index204357",903
"1820_Cell_Index204399",923
"1820_Cell_Index20456",611
"1820_Cell_Index204575",963
"1820_Cell_Index204643",1697
"1820_Cell_Index2047",898
"1820_Cell_Index204852",984
"1820_Cell_Index204900",995
"1820_Cell_Index205012",1088
"1820_Cell_Index205089",846
"1820_Cell_Index20520",1074
"1820_Cell_Index205330",975
"1820_Cell_Index205370",1389
"1820_Cell_Index205397",911
"1820_Cell_Index205404",5246
"1820_Cell_Index205454",591
"1820_Cell_Index205456",1013
"1820_Cell_Index205532",858
"1820_Cell_Index20573",713
"1820_Cell_Index205771",709
"1820_Cell_Index205792",902
"1820_Cell_Index205848",773
"1820_Cell_Index205885",2816
"1820_Cell_Index205899",1066
"1820_Cell_Index205940",1191
"1820_Cell_Index205976",8657
"1820_Cell_Index206070",1006
"1820_Cell_Index206216",881
"1820_Cell_Index206229",1181
"1820_Cell_Index206309",952
"1820_Cell_Index206316",3201
"1820_Cell_Index206327",838
"1820_Cell_Index206357",1127
"1820_Cell_Index206405",854
"1820_Cell_Index206527",822
"1820_Cell_Index206634",1281
"1820_Cell_Index206654",591
"1820_Cell_Index206674",20212
"1820_Cell_Index206702",868
"1820_Cell_Index206743",1017
"1820_Cell_Index20675",899
"1820_Cell_Index206870",4188
"1820_Cell_Index206900",870
"1820_Cell_Index206921",623
"1820_Cell_Index20702",629
"1820_Cell_Index20706",823
"1820_Cell_Index207217",578
"1820_Cell_Index207480",1159
"1820_Cell_Index207524",6909
"1820_Cell_Index207596",1333
"1820_Cell_Index207717",720
"1820_Cell_Index207917",968
"1820_Cell_Index208117",943
"1820_Cell_Index208233",1022
"1820_Cell_Index208302",1201
"1820_Cell_Index208352",865
"1820_Cell_Index208411",961
"1820_Cell_Index208487",851
"1820_Cell_Index20852",652
"1820_Cell_Index208577",1544
"1820_Cell_Index208598",1040
"1820_Cell_Index20860",3525
"1820_Cell_Index208628",978
"1820_Cell_Index208741",694
"1820_Cell_Index208961",764
"1820_Cell_Index208962",8165
"1820_Cell_Index208977",508
"1820_Cell_Index209009",927
"1820_Cell_Index209027",1009
"1820_Cell_Index209051",754
"1820_Cell_Index209057",724
"1820_Cell_Index209102",2813
"1820_Cell_Index209126",684
"1820_Cell_Index209186",1146
"1820_Cell_Index209257",6359
"1820_Cell_Index209264",1218
"1820_Cell_Index209356",741
"1820_Cell_Index209383",981
"1820_Cell_Index209413",7555
"1820_Cell_Index209489",5651
"1820_Cell_Index209491",1634
"1820_Cell_Index209553",1043
"1820_Cell_Index209632",618
"1820_Cell_Index209648",784
"1820_Cell_Index209674",1276
"1820_Cell_Index209716",568
"1820_Cell_Index209740",1567
"1820_Cell_Index209838",856
"1820_Cell_Index209900",1061
"1820_Cell_Index209952",896
"1820_Cell_Index20997",7224
"1820_Cell_Index210001",613
"1820_Cell_Index210237",668
"1820_Cell_Index21024",818
"1820_Cell_Index210354",4045
"1820_Cell_Index210393",759
"1820_Cell_Index210522",9771
"1820_Cell_Index21057",548
"1820_Cell_Index210754",1001
"1820_Cell_Index210774",659
"1820_Cell_Index211060",1048
"1820_Cell_Index211064",980
"1820_Cell_Index211176",740
"1820_Cell_Index211327",838
"1820_Cell_Index211497",738
"1820_Cell_Index211630",808
"1820_Cell_Index211666",1741
"1820_Cell_Index211766",1184
"1820_Cell_Index211912",951
"1820_Cell_Index211945",1021
"1820_Cell_Index211950",764
"1820_Cell_Index2121",8224
"1820_Cell_Index212275",765
"1820_Cell_Index212345",886
"1820_Cell_Index212528",1070
"1820_Cell_Index212572",2769
"1820_Cell_Index212709",770
"1820_Cell_Index212710",3680
"1820_Cell_Index212750",1196
"1820_Cell_Index212778",1080
"1820_Cell_Index212841",831
"1820_Cell_Index213018",1175
"1820_Cell_Index213211",1305
"1820_Cell_Index213255",809
"1820_Cell_Index213278",949
"1820_Cell_Index213497",670
"1820_Cell_Index213506",6156
"1820_Cell_Index213532",935
"1820_Cell_Index213537",771
"1820_Cell_Index213562",638
"1820_Cell_Index213613",689
"1820_Cell_Index213623",875
"1820_Cell_Index213630",936
"1820_Cell_Index213767",1056
"1820_Cell_Index213845",767
"1820_Cell_Index213861",900
"1820_Cell_Index213987",603
"1820_Cell_Index213991",2348
"1820_Cell_Index214",608
"1820_Cell_Index214028",986
"1820_Cell_Index214071",694
"1820_Cell_Index214081",1209
"1820_Cell_Index214091",994
"1820_Cell_Index214157",1126
"1820_Cell_Index214186",922
"1820_Cell_Index214293",711
"1820_Cell_Index214332",714
"1820_Cell_Index21443",7582
"1820_Cell_Index214491",600
"1820_Cell_Index214552",996
"1820_Cell_Index214568",631
"1820_Cell_Index214729",624
"1820_Cell_Index214814",813
"1820_Cell_Index215229",517
"1820_Cell_Index215250",740
"1820_Cell_Index215279",808
"1820_Cell_Index215449",551
"1820_Cell_Index215533",946
"1820_Cell_Index215562",751
"1820_Cell_Index215643",909
"1820_Cell_Index215647",8743
"1820_Cell_Index215667",640
"1820_Cell_Index215680",1712
"1820_Cell_Index215693",858
"1820_Cell_Index21570",571
"1820_Cell_Index215778",545
"1820_Cell_Index216235",931
"1820_Cell_Index216252",1508
"1820_Cell_Index216345",3646
"1820_Cell_Index216347",1196
"1820_Cell_Index216369",786
"1820_Cell_Index216456",5007
"1820_Cell_Index216466",821
"1820_Cell_Index216530",816
"1820_Cell_Index216569",595
"1820_Cell_Index216581",741
"1820_Cell_Index216583",581
"1820_Cell_Index216594",835
"1820_Cell_Index216601",524
"1820_Cell_Index216817",674
"1820_Cell_Index216870",685
"1820_Cell_Index216907",505
"1820_Cell_Index216976",527
"1820_Cell_Index216994",6081
"1820_Cell_Index217180",726
"1820_Cell_Index217215",845
"1820_Cell_Index21723",762
"1820_Cell_Index217252",791
"1820_Cell_Index217256",516
"1820_Cell_Index217299",1126
"1820_Cell_Index217307",878
"1820_Cell_Index217344",540
"1820_Cell_Index217376",614
"1820_Cell_Index217438",702
"1820_Cell_Index217585",788
"1820_Cell_Index217630",685
"1820_Cell_Index217655",755
"1820_Cell_Index217782",579
"1820_Cell_Index21792",4319
"1820_Cell_Index21795",1195
"1820_Cell_Index218048",1103
"1820_Cell_Index218111",9099
"1820_Cell_Index218129",817
"1820_Cell_Index21817",687
"1820_Cell_Index218190",904
"1820_Cell_Index218400",879
"1820_Cell_Index218432",781
"1820_Cell_Index218441",606
"1820_Cell_Index218453",834
"1820_Cell_Index218671",691
"1820_Cell_Index21870",538
"1820_Cell_Index218745",836
"1820_Cell_Index21877",1019
"1820_Cell_Index218787",7474
"1820_Cell_Index218936",11355
"1820_Cell_Index218938",836
"1820_Cell_Index219027",6822
"1820_Cell_Index219042",910
"1820_Cell_Index219108",933
"1820_Cell_Index219144",741
"1820_Cell_Index219160",874
"1820_Cell_Index21920",704
"1820_Cell_Index219248",656
"1820_Cell_Index219540",791
"1820_Cell_Index219555",721
"1820_Cell_Index219561",727
"1820_Cell_Index219635",609
"1820_Cell_Index21988",7786
"1820_Cell_Index21997",711
"1820_Cell_Index220070",8719
"1820_Cell_Index220151",729
"1820_Cell_Index220249",3359
"1820_Cell_Index220314",811
"1820_Cell_Index220336",1002
"1820_Cell_Index220397",590
"1820_Cell_Index220430",656
"1820_Cell_Index220515",1455
"1820_Cell_Index220579",872
"1820_Cell_Index220615",3115
"1820_Cell_Index220682",998
