"Cell_Index","UMIs_human"
"7271_Cell_Index388758",5907
"7271_Cell_Index388821",862
"7271_Cell_Index388836",744
"7271_Cell_Index38893",4846
"7271_Cell_Index390116",3330
"7271_Cell_Index390692",876
"7271_Cell_Index392415",4714
"7271_Cell_Index393390",1843
"7271_Cell_Index393403",5444
"7271_Cell_Index394771",937
"7271_Cell_Index395194",8393
"7271_Cell_Index395450",5471
"7271_Cell_Index39641",1385
"7271_Cell_Index396609",1077
"7271_Cell_Index397114",3944
"7271_Cell_Index398151",5022
"7271_Cell_Index398520",5862
"7271_Cell_Index399240",3481
"7271_Cell_Index399247",5031
"7271_Cell_Index399762",2943
"7271_Cell_Index400077",770
"7271_Cell_Index400155",2168
"7271_Cell_Index400662",912
"7271_Cell_Index401087",806
"7271_Cell_Index401911",2280
"7271_Cell_Index402985",737
"7271_Cell_Index403824",1818
"7271_Cell_Index403881",5641
"7271_Cell_Index404077",806
"7271_Cell_Index405365",4471
"7271_Cell_Index405726",8326
"7271_Cell_Index405879",1165
"7271_Cell_Index405995",1922
"7271_Cell_Index406246",2264
"7271_Cell_Index406390",2652
"7271_Cell_Index406846",1012
"7271_Cell_Index406891",3444
"7271_Cell_Index407809",1467
"7271_Cell_Index408125",4606
"7271_Cell_Index40825",1350
"7271_Cell_Index408686",4848
"7271_Cell_Index409130",2267
"7271_Cell_Index409663",2756
"7271_Cell_Index410377",2130
"7271_Cell_Index410497",2477
"7271_Cell_Index410694",4577
"7271_Cell_Index411276",1949
"7271_Cell_Index412102",5326
"7271_Cell_Index412633",2263
"7271_Cell_Index413403",1205
"7271_Cell_Index414054",1959
"7271_Cell_Index415303",2274
"7271_Cell_Index416248",4782
"7271_Cell_Index418271",2539
"7271_Cell_Index418644",3538
"7271_Cell_Index420658",2081
"7271_Cell_Index421808",598
"7271_Cell_Index422812",897
"7271_Cell_Index424962",3547
"7271_Cell_Index425257",835
"7271_Cell_Index425320",3034
"7271_Cell_Index425660",3383
"7271_Cell_Index426193",4537
"7271_Cell_Index42630",3659
"7271_Cell_Index426804",3296
"7271_Cell_Index427276",1498
"7271_Cell_Index427330",1347
"7271_Cell_Index427570",1543
"7271_Cell_Index427897",3849
"7271_Cell_Index428782",1290
"7271_Cell_Index429434",4338
"7271_Cell_Index429499",3568
"7271_Cell_Index429682",2116
"7271_Cell_Index430888",2981
"7271_Cell_Index431067",1174
"7271_Cell_Index431906",2614
"7271_Cell_Index432807",5521
"7271_Cell_Index434043",3015
"7271_Cell_Index43438",5055
"7271_Cell_Index434758",2476
"7271_Cell_Index43529",1113
"7271_Cell_Index436345",905
"7271_Cell_Index436914",2964
"7271_Cell_Index437203",1568
"7271_Cell_Index437221",718
"7271_Cell_Index439077",1614
"7271_Cell_Index440514",1199
"7271_Cell_Index441201",1365
"7271_Cell_Index44164",1793
"7271_Cell_Index442009",1518
"7271_Cell_Index442271",2092
"7271_Cell_Index442459",1745
"7271_Cell_Index443432",2089
"7271_Cell_Index444267",4271
"7271_Cell_Index444360",3514
"7271_Cell_Index444513",882
"7271_Cell_Index444981",6449
"7271_Cell_Index445068",3456
"7271_Cell_Index445628",1746
"7271_Cell_Index445676",1074
"7271_Cell_Index445684",2395
"7271_Cell_Index445703",3316
"7271_Cell_Index446081",1227
"7271_Cell_Index446335",3392
"7271_Cell_Index446694",4861
"7271_Cell_Index447192",1164
"7271_Cell_Index448185",1400
"7271_Cell_Index449431",3637
"7271_Cell_Index4500",3009
"7271_Cell_Index45015",4905
"7271_Cell_Index450166",660
"7271_Cell_Index452505",2432
"7271_Cell_Index452630",1236
"7271_Cell_Index453967",1617
"7271_Cell_Index454514",6729
"7271_Cell_Index455207",3532
"7271_Cell_Index455536",1349
"7271_Cell_Index457147",3244
"7271_Cell_Index457205",4656
"7271_Cell_Index458096",2220
"7271_Cell_Index45828",5580
"7271_Cell_Index458290",4777
"7271_Cell_Index458371",5159
"7271_Cell_Index459452",935
"7271_Cell_Index460009",6914
"7271_Cell_Index461248",1754
"7271_Cell_Index461362",1824
"7271_Cell_Index461992",766
"7271_Cell_Index462724",3628
"7271_Cell_Index464825",3736
"7271_Cell_Index465324",1406
"7271_Cell_Index465853",3756
"7271_Cell_Index466269",3211
"7271_Cell_Index466402",3767
"7271_Cell_Index466425",5122
"7271_Cell_Index466751",1366
"7271_Cell_Index467993",1343
"7271_Cell_Index468024",1639
"7271_Cell_Index469430",3103
"7271_Cell_Index471107",782
"7271_Cell_Index471715",1399
"7271_Cell_Index472480",2028
"7271_Cell_Index472822",1129
"7271_Cell_Index473066",553
"7271_Cell_Index47317",3985
"7271_Cell_Index474246",3522
"7271_Cell_Index474396",1840
"7271_Cell_Index474658",1059
"7271_Cell_Index474681",1863
"7271_Cell_Index475090",5268
"7271_Cell_Index475121",891
"7271_Cell_Index475229",693
"7271_Cell_Index476059",1559
"7271_Cell_Index476638",720
"7271_Cell_Index477410",3925
"7271_Cell_Index47792",2324
"7271_Cell_Index47840",1315
"7271_Cell_Index478617",3000
"7271_Cell_Index47947",2819
"7271_Cell_Index479893",6085
"7271_Cell_Index481149",1440
"7271_Cell_Index48169",3955
"7271_Cell_Index481895",2289
"7271_Cell_Index483015",8128
"7271_Cell_Index483141",891
"7271_Cell_Index483328",4780
"7271_Cell_Index484896",2762
"7271_Cell_Index485089",5539
"7271_Cell_Index48530",4071
"7271_Cell_Index485435",1244
"7271_Cell_Index487469",2092
"7271_Cell_Index487578",2852
"7271_Cell_Index487932",3110
"7271_Cell_Index489128",2610
"7271_Cell_Index489565",4932
"7271_Cell_Index490556",5603
"7271_Cell_Index490562",3258
"7271_Cell_Index491068",1099
"7271_Cell_Index491369",845
"7271_Cell_Index49143",1265
"7271_Cell_Index492036",2555
"7271_Cell_Index493075",1768
"7271_Cell_Index493127",5019
"7271_Cell_Index493130",1179
"7271_Cell_Index494276",2052
"7271_Cell_Index494346",755
"7271_Cell_Index494599",1085
"7271_Cell_Index494783",4766
"7271_Cell_Index494977",4610
"7271_Cell_Index495499",1991
"7271_Cell_Index496759",4577
"7271_Cell_Index496760",3169
"7271_Cell_Index497435",3519
"7271_Cell_Index497466",2301
"7271_Cell_Index497555",1234
"7271_Cell_Index498004",1563
"7271_Cell_Index498104",7128
"7271_Cell_Index498130",2603
"7271_Cell_Index498599",2697
"7271_Cell_Index498910",3219
"7271_Cell_Index498985",3489
"7271_Cell_Index499449",3805
"7271_Cell_Index500704",605
"7271_Cell_Index501929",6343
"7271_Cell_Index50211",1541
"7271_Cell_Index50285",4252
"7271_Cell_Index50293",5874
"7271_Cell_Index503081",8361
"7271_Cell_Index503211",3731
"7271_Cell_Index503287",4675
"7271_Cell_Index503694",930
"7271_Cell_Index503928",1301
"7271_Cell_Index505263",3422
"7271_Cell_Index505545",2193
"7271_Cell_Index506490",2015
"7271_Cell_Index50716",4542
"7271_Cell_Index507168",738
"7271_Cell_Index508653",3232
"7271_Cell_Index509284",3821
"7271_Cell_Index509954",2367
"7271_Cell_Index51039",11789
"7271_Cell_Index510564",3906
"7271_Cell_Index511264",3135
"7271_Cell_Index511339",2479
"7271_Cell_Index511375",2067
"7271_Cell_Index511448",2526
"7271_Cell_Index511844",1945
"7271_Cell_Index512066",939
"7271_Cell_Index512469",2700
"7271_Cell_Index512927",3363
"7271_Cell_Index513490",1071
"7271_Cell_Index514254",686
"7271_Cell_Index514985",735
"7271_Cell_Index515005",3058
"7271_Cell_Index515882",5566
"7271_Cell_Index515891",2636
"7271_Cell_Index515901",1552
"7271_Cell_Index515940",1757
"7271_Cell_Index516288",3798
"7271_Cell_Index516483",5149
"7271_Cell_Index517638",3452
"7271_Cell_Index518005",2039
"7271_Cell_Index518914",4535
"7271_Cell_Index519018",4398
"7271_Cell_Index519070",1166
"7271_Cell_Index519134",5304
"7271_Cell_Index519317",5388
"7271_Cell_Index52080",8382
"7271_Cell_Index521289",800
"7271_Cell_Index521838",3040
"7271_Cell_Index522935",860
"7271_Cell_Index523470",4602
"7271_Cell_Index523829",4220
"7271_Cell_Index524548",3632
"7271_Cell_Index524565",3349
"7271_Cell_Index524577",3703
"7271_Cell_Index525281",3142
"7271_Cell_Index525591",1568
"7271_Cell_Index526251",3406
"7271_Cell_Index526606",3549
"7271_Cell_Index530551",2774
"7271_Cell_Index530565",3376
"7271_Cell_Index531070",800
"7271_Cell_Index531381",1652
"7271_Cell_Index531583",3824
"7271_Cell_Index532301",681
"7271_Cell_Index533090",1018
"7271_Cell_Index533400",786
"7271_Cell_Index533449",1077
"7271_Cell_Index533475",771
"7271_Cell_Index534954",2265
"7271_Cell_Index535958",1799
"7271_Cell_Index536086",1156
"7271_Cell_Index536409",3301
"7271_Cell_Index537320",1431
"7271_Cell_Index537474",2968
"7271_Cell_Index537632",2422
"7271_Cell_Index538407",2993
"7271_Cell_Index538646",3668
"7271_Cell_Index53889",7583
"7271_Cell_Index539147",919
"7271_Cell_Index539982",2069
"7271_Cell_Index540302",2540
"7271_Cell_Index5409",4147
"7271_Cell_Index542646",844
"7271_Cell_Index542913",1055
"7271_Cell_Index544097",855
"7271_Cell_Index544278",3157
"7271_Cell_Index544891",4681
"7271_Cell_Index544980",1117
"7271_Cell_Index545314",3347
"7271_Cell_Index546097",3488
"7271_Cell_Index546291",3320
"7271_Cell_Index54672",3254
"7271_Cell_Index546843",3075
"7271_Cell_Index547554",1101
"7271_Cell_Index547982",3108
"7271_Cell_Index549196",2713
"7271_Cell_Index550828",2948
"7271_Cell_Index551150",3064
"7271_Cell_Index552352",651
"7271_Cell_Index552424",3289
"7271_Cell_Index552519",2829
"7271_Cell_Index552884",1308
"7271_Cell_Index553519",758
"7271_Cell_Index555078",2890
"7271_Cell_Index555411",1936
"7271_Cell_Index556896",3126
"7271_Cell_Index557900",1379
"7271_Cell_Index558104",2310
"7271_Cell_Index558226",807
"7271_Cell_Index558420",3821
"7271_Cell_Index558787",2406
"7271_Cell_Index55902",3314
"7271_Cell_Index559728",3425
"7271_Cell_Index559797",2027
"7271_Cell_Index559921",3714
"7271_Cell_Index559956",1228
"7271_Cell_Index560740",1052
"7271_Cell_Index561246",3856
"7271_Cell_Index561520",3261
"7271_Cell_Index56195",1563
"7271_Cell_Index562969",1212
"7271_Cell_Index5633",793
"7271_Cell_Index563795",1926
"7271_Cell_Index56427",1571
"7271_Cell_Index565461",618
"7271_Cell_Index566743",2945
"7271_Cell_Index56735",3445
"7271_Cell_Index567596",2824
"7271_Cell_Index567810",4099
"7271_Cell_Index568232",4431
"7271_Cell_Index568340",1210
"7271_Cell_Index568374",1145
"7271_Cell_Index569609",1949
"7271_Cell_Index569677",2801
"7271_Cell_Index569690",2543
"7271_Cell_Index570015",5150
"7271_Cell_Index570585",3304
"7271_Cell_Index57060",3963
"7271_Cell_Index570836",2224
"7271_Cell_Index570950",2635
"7271_Cell_Index571246",7425
"7271_Cell_Index571294",871
"7271_Cell_Index572246",865
"7271_Cell_Index572445",883
"7271_Cell_Index572866",1488
"7271_Cell_Index573153",1255
"7271_Cell_Index573730",4534
"7271_Cell_Index574515",3513
"7271_Cell_Index575459",624
"7271_Cell_Index576042",3024
"7271_Cell_Index577555",4103
"7271_Cell_Index577706",932
"7271_Cell_Index577835",7758
"7271_Cell_Index578151",1517
"7271_Cell_Index578423",1741
"7271_Cell_Index578743",3011
"7271_Cell_Index578857",1718
"7271_Cell_Index579007",5361
"7271_Cell_Index579885",3777
"7271_Cell_Index580069",1213
"7271_Cell_Index580356",3165
"7271_Cell_Index58090",842
"7271_Cell_Index581384",1121
"7271_Cell_Index581437",1266
"7271_Cell_Index581625",1995
"7271_Cell_Index581769",3374
"7271_Cell_Index582086",940
"7271_Cell_Index58302",4967
"7271_Cell_Index583991",1271
"7271_Cell_Index585708",1305
"7271_Cell_Index58618",6301
"7271_Cell_Index586239",4353
"7271_Cell_Index586946",1042
"7271_Cell_Index587428",4729
"7271_Cell_Index587460",3648
"7271_Cell_Index588151",1907
"7271_Cell_Index588524",2875
"7271_Cell_Index589624",1274
"7271_Cell_Index590094",3466
"7271_Cell_Index590702",2974
"7271_Cell_Index590775",2782
"7271_Cell_Index591233",1584
"7271_Cell_Index592171",5344
"7271_Cell_Index592560",5295
"7271_Cell_Index592602",3367
"7271_Cell_Index594295",5312
"7271_Cell_Index59501",2549
"7271_Cell_Index595472",6356
"7271_Cell_Index598375",4210
"7271_Cell_Index598624",2657
"7271_Cell_Index598634",1816
"7271_Cell_Index598666",1345
"7271_Cell_Index598888",993
"7271_Cell_Index598908",1102
"7271_Cell_Index599526",5557
"7271_Cell_Index599535",6616
"7271_Cell_Index59959",1001
"7271_Cell_Index599994",2495
"7271_Cell_Index600393",4797
"7271_Cell_Index600507",2674
"7271_Cell_Index601151",2814
"7271_Cell_Index601558",1528
"7271_Cell_Index602769",1132
"7271_Cell_Index602801",5209
"7271_Cell_Index602950",1326
"7271_Cell_Index602966",1283
"7271_Cell_Index60337",759
"7271_Cell_Index603603",730
"7271_Cell_Index604147",872
"7271_Cell_Index604562",1094
"7271_Cell_Index604930",3491
"7271_Cell_Index605143",3739
"7271_Cell_Index605218",1064
"7271_Cell_Index605268",1694
"7271_Cell_Index605733",4869
"7271_Cell_Index607865",3166
"7271_Cell_Index607878",3009
"7271_Cell_Index608059",1318
"7271_Cell_Index609044",3395
"7271_Cell_Index60962",2005
"7271_Cell_Index610757",4112
"7271_Cell_Index610916",829
"7271_Cell_Index611043",2194
"7271_Cell_Index611228",3761
"7271_Cell_Index612130",1498
"7271_Cell_Index612561",764
"7271_Cell_Index612970",3032
"7271_Cell_Index61323",2365
"7271_Cell_Index614015",1858
"7271_Cell_Index614450",3311
"7271_Cell_Index616454",2406
"7271_Cell_Index617100",5130
"7271_Cell_Index617173",1325
"7271_Cell_Index618842",839
"7271_Cell_Index619070",3830
"7271_Cell_Index619155",2406
"7271_Cell_Index620288",1930
"7271_Cell_Index620849",3230
"7271_Cell_Index622149",2472
"7271_Cell_Index62293",1776
"7271_Cell_Index623173",1822
"7271_Cell_Index624323",8040
"7271_Cell_Index625089",1141
"7271_Cell_Index625137",3292
"7271_Cell_Index62530",1366
"7271_Cell_Index625802",3684
"7271_Cell_Index626885",3476
"7271_Cell_Index627331",3953
"7271_Cell_Index628110",903
"7271_Cell_Index628610",1632
"7271_Cell_Index629107",3849
"7271_Cell_Index631496",3092
"7271_Cell_Index631547",2687
"7271_Cell_Index631720",4806
"7271_Cell_Index631988",1478
"7271_Cell_Index632221",4856
"7271_Cell_Index632782",920
"7271_Cell_Index632935",1253
"7271_Cell_Index633627",3855
"7271_Cell_Index633845",1815
"7271_Cell_Index634279",1127
"7271_Cell_Index635644",1018
"7271_Cell_Index636639",3666
"7271_Cell_Index637471",2548
"7271_Cell_Index637812",4881
"7271_Cell_Index638315",2127
"7271_Cell_Index638811",1860
"7271_Cell_Index638911",653
"7271_Cell_Index639054",3669
"7271_Cell_Index639491",1667
"7271_Cell_Index639695",2229
"7271_Cell_Index641639",5006
"7271_Cell_Index642554",3583
"7271_Cell_Index644129",2921
"7271_Cell_Index644800",1941
"7271_Cell_Index644990",2296
"7271_Cell_Index645065",7594
"7271_Cell_Index645202",3297
"7271_Cell_Index64550",916
"7271_Cell_Index646296",2579
"7271_Cell_Index647674",741
"7271_Cell_Index647849",2894
"7271_Cell_Index648602",2442
"7271_Cell_Index648828",5361
"7271_Cell_Index649081",2537
"7271_Cell_Index649189",3068
"7271_Cell_Index649405",5001
"7271_Cell_Index649444",2378
"7271_Cell_Index649975",1665
"7271_Cell_Index651013",3585
"7271_Cell_Index651045",3153
"7271_Cell_Index651201",2253
"7271_Cell_Index65140",4100
"7271_Cell_Index651406",912
"7271_Cell_Index651489",2035
"7271_Cell_Index651976",1942
"7271_Cell_Index652325",1890
"7271_Cell_Index652367",2154
"7271_Cell_Index653313",4567
"7271_Cell_Index653682",933
"7271_Cell_Index65384",1455
"7271_Cell_Index65403",2573
"7271_Cell_Index654607",1251
"7271_Cell_Index654750",862
"7271_Cell_Index654765",1690
"7271_Cell_Index655651",3352
"7271_Cell_Index655676",6977
"7271_Cell_Index65729",1657
"7271_Cell_Index657434",2509
"7271_Cell_Index659464",2954
"7271_Cell_Index659797",3903
"7271_Cell_Index659889",3044
"7271_Cell_Index660010",1459
"7271_Cell_Index660070",1765
"7271_Cell_Index660642",795
"7271_Cell_Index66159",3093
"7271_Cell_Index662",3656
"7271_Cell_Index662843",4788
"7271_Cell_Index663161",898
"7271_Cell_Index663641",4004
"7271_Cell_Index663956",633
"7271_Cell_Index664160",3773
"7271_Cell_Index664703",2276
"7271_Cell_Index66516",4046
"7271_Cell_Index665195",2863
"7271_Cell_Index665381",4470
"7271_Cell_Index66543",1834
"7271_Cell_Index668074",2642
"7271_Cell_Index668306",927
"7271_Cell_Index670053",3262
"7271_Cell_Index670576",982
"7271_Cell_Index670630",6848
"7271_Cell_Index671027",2318
"7271_Cell_Index671758",1705
"7271_Cell_Index672787",5218
"7271_Cell_Index673447",690
"7271_Cell_Index674318",2744
"7271_Cell_Index674476",5154
"7271_Cell_Index674483",922
"7271_Cell_Index674818",1619
"7271_Cell_Index675637",5138
"7271_Cell_Index675698",2003
"7271_Cell_Index67579",4030
"7271_Cell_Index675999",8462
"7271_Cell_Index676259",2391
"7271_Cell_Index676437",2913
"7271_Cell_Index677329",1636
"7271_Cell_Index677644",3379
"7271_Cell_Index677721",3366
"7271_Cell_Index678220",1419
"7271_Cell_Index678678",2644
"7271_Cell_Index678934",4046
"7271_Cell_Index679343",3834
"7271_Cell_Index681014",780
"7271_Cell_Index681619",3241
"7271_Cell_Index682505",661
"7271_Cell_Index682553",5885
"7271_Cell_Index68356",3600
"7271_Cell_Index683888",2023
"7271_Cell_Index684217",4236
"7271_Cell_Index68445",5345
"7271_Cell_Index684459",1895
"7271_Cell_Index684684",1300
"7271_Cell_Index685494",952
"7271_Cell_Index685614",794
"7271_Cell_Index68655",4009
"7271_Cell_Index687273",11374
"7271_Cell_Index688299",3541
"7271_Cell_Index688693",2844
"7271_Cell_Index688853",3532
"7271_Cell_Index689328",6535
"7271_Cell_Index689405",959
"7271_Cell_Index689643",958
"7271_Cell_Index690021",2248
"7271_Cell_Index69032",1386
"7271_Cell_Index690373",2106
"7271_Cell_Index690468",1603
"7271_Cell_Index6911",2064
"7271_Cell_Index691555",1322
"7271_Cell_Index692475",1538
"7271_Cell_Index692592",4274
"7271_Cell_Index69329",3105
"7271_Cell_Index693423",1127
"7271_Cell_Index693681",780
"7271_Cell_Index693836",4492
"7271_Cell_Index695447",3847
"7271_Cell_Index696060",3735
"7271_Cell_Index696204",11328
"7271_Cell_Index696499",602
"7271_Cell_Index696835",1408
"7271_Cell_Index696948",2132
"7271_Cell_Index698415",3086
"7271_Cell_Index698726",3749
"7271_Cell_Index698847",5114
"7271_Cell_Index699066",3146
"7271_Cell_Index69925",3096
"7271_Cell_Index699529",1536
"7271_Cell_Index699612",4506
"7271_Cell_Index70098",3629
"7271_Cell_Index701209",1334
"7271_Cell_Index702110",6469
"7271_Cell_Index702573",2354
"7271_Cell_Index703070",1950
"7271_Cell_Index703546",3915
"7271_Cell_Index703607",1585
"7271_Cell_Index70367",1051
"7271_Cell_Index703967",933
"7271_Cell_Index704448",1019
"7271_Cell_Index704523",3608
"7271_Cell_Index704630",6868
"7271_Cell_Index705174",696
"7271_Cell_Index706662",5401
"7271_Cell_Index7073",1025
"7271_Cell_Index707411",3145
"7271_Cell_Index707525",2845
"7271_Cell_Index707543",2323
"7271_Cell_Index707835",1961
"7271_Cell_Index708054",2113
"7271_Cell_Index708378",2463
"7271_Cell_Index708419",3070
"7271_Cell_Index709107",7168
"7271_Cell_Index70927",2090
"7271_Cell_Index709390",7085
"7271_Cell_Index709540",1737
"7271_Cell_Index709800",4522
"7271_Cell_Index710553",3301
"7271_Cell_Index711576",737
"7271_Cell_Index711902",1253
"7271_Cell_Index711986",4510
"7271_Cell_Index712314",2233
"7271_Cell_Index71242",2129
"7271_Cell_Index71267",662
"7271_Cell_Index712690",4091
"7271_Cell_Index712873",3903
"7271_Cell_Index713177",1325
"7271_Cell_Index713333",1114
"7271_Cell_Index713663",717
"7271_Cell_Index713750",1461
"7271_Cell_Index713796",3689
"7271_Cell_Index71479",679
"7271_Cell_Index7170",4069
"7271_Cell_Index717348",2057
"7271_Cell_Index718332",3498
"7271_Cell_Index71857",6694
"7271_Cell_Index718741",902
"7271_Cell_Index719015",4338
"7271_Cell_Index71950",755
"7271_Cell_Index719706",1374
"7271_Cell_Index719802",4031
"7271_Cell_Index721422",3661
"7271_Cell_Index721794",717
"7271_Cell_Index721919",2836
"7271_Cell_Index722394",1093
"7271_Cell_Index722955",1609
"7271_Cell_Index724651",2847
"7271_Cell_Index725181",2448
"7271_Cell_Index726633",684
"7271_Cell_Index726978",762
"7271_Cell_Index726991",1265
"7271_Cell_Index727252",3383
"7271_Cell_Index728245",1156
"7271_Cell_Index728479",1519
"7271_Cell_Index729129",4465
"7271_Cell_Index729170",6107
"7271_Cell_Index730061",2210
"7271_Cell_Index730085",10435
"7271_Cell_Index73144",2064
"7271_Cell_Index731590",2986
"7271_Cell_Index731746",2454
"7271_Cell_Index732528",5348
"7271_Cell_Index732852",10031
"7271_Cell_Index733620",5228
"7271_Cell_Index734061",820
"7271_Cell_Index734903",3241
"7271_Cell_Index735313",1755
"7271_Cell_Index735413",2622
"7271_Cell_Index735667",952
"7271_Cell_Index736749",3470
"7271_Cell_Index73680",2997
"7271_Cell_Index738008",1920
"7271_Cell_Index73834",1028
"7271_Cell_Index738821",1155
"7271_Cell_Index739475",1013
"7271_Cell_Index741498",992
"7271_Cell_Index741937",1205
"7271_Cell_Index74220",3695
"7271_Cell_Index743041",2844
"7271_Cell_Index74309",1706
"7271_Cell_Index745254",5449
"7271_Cell_Index747027",2799
"7271_Cell_Index747216",3629
"7271_Cell_Index747974",2584
"7271_Cell_Index748095",761
"7271_Cell_Index748183",4021
"7271_Cell_Index749507",2762
"7271_Cell_Index750494",2801
"7271_Cell_Index750716",1678
"7271_Cell_Index751918",5980
"7271_Cell_Index751925",2820
"7271_Cell_Index752163",1716
"7271_Cell_Index752168",5025
"7271_Cell_Index752304",2887
"7271_Cell_Index755593",854
"7271_Cell_Index756155",8143
"7271_Cell_Index756157",4639
"7271_Cell_Index75677",2076
"7271_Cell_Index757254",1539
"7271_Cell_Index757561",843
"7271_Cell_Index758006",2793
"7271_Cell_Index758226",2971
"7271_Cell_Index758306",3182
"7271_Cell_Index758557",7772
"7271_Cell_Index758839",1696
"7271_Cell_Index759033",3516
"7271_Cell_Index759896",1741
"7271_Cell_Index760600",1645
"7271_Cell_Index764415",2050
"7271_Cell_Index766233",2901
"7271_Cell_Index767532",4949
"7271_Cell_Index767533",1482
"7271_Cell_Index7676",3463
"7271_Cell_Index76789",778
"7271_Cell_Index768133",1085
"7271_Cell_Index768797",1113
"7271_Cell_Index770272",1408
"7271_Cell_Index771746",1039
"7271_Cell_Index771838",886
"7271_Cell_Index77209",2417
"7271_Cell_Index77285",1502
"7271_Cell_Index775012",1403
"7271_Cell_Index775253",9608
"7271_Cell_Index775342",2860
"7271_Cell_Index775660",1815
"7271_Cell_Index77884",1181
"7271_Cell_Index780491",725
"7271_Cell_Index781280",6755
"7271_Cell_Index781597",4091
"7271_Cell_Index781787",741
"7271_Cell_Index782398",2146
"7271_Cell_Index78280",1186
"7271_Cell_Index783332",592
"7271_Cell_Index783970",665
"7271_Cell_Index784215",4679
"7271_Cell_Index786268",2978
"7271_Cell_Index786856",2956
"7271_Cell_Index788098",8783
"7271_Cell_Index788424",704
"7271_Cell_Index788436",1208
"7271_Cell_Index789469",2309
"7271_Cell_Index789740",987
"7271_Cell_Index789833",1303
"7271_Cell_Index790032",1589
"7271_Cell_Index790429",3727
"7271_Cell_Index790586",1758
"7271_Cell_Index791803",3227
"7271_Cell_Index792529",1183
"7271_Cell_Index793388",1151
"7271_Cell_Index793637",4949
"7271_Cell_Index794143",1552
"7271_Cell_Index794586",1501
"7271_Cell_Index795673",2617
"7271_Cell_Index795691",3165
"7271_Cell_Index796115",4840
"7271_Cell_Index796388",1787
"7271_Cell_Index797421",720
"7271_Cell_Index797508",2521
"7271_Cell_Index797510",1780
"7271_Cell_Index798195",1674
"7271_Cell_Index79849",732
"7271_Cell_Index798547",2821
"7271_Cell_Index799989",4391
"7271_Cell_Index803100",7047
"7271_Cell_Index803311",3795
"7271_Cell_Index803967",3684
"7271_Cell_Index804781",1830
"7271_Cell_Index806764",6134
"7271_Cell_Index806920",5970
"7271_Cell_Index807371",1564
"7271_Cell_Index807518",574
"7271_Cell_Index808156",7718
"7271_Cell_Index809414",691
"7271_Cell_Index810487",2262
"7271_Cell_Index81082",3182
"7271_Cell_Index811687",1955
"7271_Cell_Index811765",3991
"7271_Cell_Index811883",1488
"7271_Cell_Index813990",3267
"7271_Cell_Index814645",3645
"7271_Cell_Index814941",3327
"7271_Cell_Index815106",2503
"7271_Cell_Index815492",1316
"7271_Cell_Index816701",4801
"7271_Cell_Index817048",6076
"7271_Cell_Index817612",4469
"7271_Cell_Index818148",3671
"7271_Cell_Index819974",5283
"7271_Cell_Index820142",5142
"7271_Cell_Index82015",8431
"7271_Cell_Index821152",666
"7271_Cell_Index821248",1067
"7271_Cell_Index821317",716
"7271_Cell_Index82154",1439
"7271_Cell_Index821668",1759
"7271_Cell_Index822053",5051
"7271_Cell_Index822254",3057
"7271_Cell_Index822302",6931
"7271_Cell_Index82233",2403
"7271_Cell_Index822557",1615
"7271_Cell_Index822872",1233
"7271_Cell_Index822876",750
"7271_Cell_Index824123",714
"7271_Cell_Index824193",1373
"7271_Cell_Index825255",2411
"7271_Cell_Index825676",2324
"7271_Cell_Index826945",1098
"7271_Cell_Index827117",986
"7271_Cell_Index828082",2768
"7271_Cell_Index829004",4465
"7271_Cell_Index829926",1357
"7271_Cell_Index830406",5022
"7271_Cell_Index831585",3218
"7271_Cell_Index831665",1303
"7271_Cell_Index831675",5215
"7271_Cell_Index833289",1988
"7271_Cell_Index833830",3294
"7271_Cell_Index833971",3395
"7271_Cell_Index836294",2555
"7271_Cell_Index836476",5121
"7271_Cell_Index836479",4465
"7271_Cell_Index837325",1415
"7271_Cell_Index837513",8322
"7271_Cell_Index837857",2383
"7271_Cell_Index838187",1269
"7271_Cell_Index83934",975
"7271_Cell_Index83960",1042
"7271_Cell_Index841768",3062
"7271_Cell_Index843109",5669
"7271_Cell_Index844523",2158
"7271_Cell_Index844794",1276
"7271_Cell_Index8452",4731
"7271_Cell_Index846652",847
"7271_Cell_Index846662",1188
"7271_Cell_Index84686",3320
"7271_Cell_Index847231",819
"7271_Cell_Index8476",2728
"7271_Cell_Index848130",2250
"7271_Cell_Index848581",605
"7271_Cell_Index848727",710
"7271_Cell_Index851046",696
"7271_Cell_Index851928",1229
"7271_Cell_Index852610",1319
"7271_Cell_Index852723",3917
"7271_Cell_Index852948",1587
"7271_Cell_Index853004",2371
"7271_Cell_Index853169",4612
"7271_Cell_Index854612",1352
"7271_Cell_Index855049",2235
"7271_Cell_Index855372",650
"7271_Cell_Index856127",1154
"7271_Cell_Index856362",1017
"7271_Cell_Index856392",1540
"7271_Cell_Index856981",4063
"7271_Cell_Index857256",3377
"7271_Cell_Index857425",1171
"7271_Cell_Index857799",2256
"7271_Cell_Index858621",1147
"7271_Cell_Index859535",4645
"7271_Cell_Index861318",2351
"7271_Cell_Index862162",1401
"7271_Cell_Index862890",1898
"7271_Cell_Index864906",7948
"7271_Cell_Index865337",4781
"7271_Cell_Index86538",3209
"7271_Cell_Index866693",777
"7271_Cell_Index867461",2668
"7271_Cell_Index867925",3781
"7271_Cell_Index868036",2827
"7271_Cell_Index868438",2301
"7271_Cell_Index869642",1909
